County & State,School Year,County Code,State ANSI Code,21-22 Enrollment,19-20 Enrollment,19-20 to 21-22 Enrollment % Change,19-20 to 21-22 Enrollment Change,19-20 to 21-22 Enrollment Change Rank,19-20 to 21-22 Enrollment Change Percentile,19-20 to 21-22 Enrollment % Change Rank,19-20 to 21-22 Enrollment % Change Percentile,17-18 Enrollment,17-18 to 21-22 Enrollment % Change,17-18 to 21-22 Enrollment Change,17-18 to 21-22 Enrollment Change Rank,17-18 to 21-22 Enrollment Change Percentile,17-18 to 21-22 Enrollment % Change Rank,17-18 to 21-22 Enrollment % Change Percentile,11-12 Enrollment,11-12 to 21-22 Enrollment % Change,11-12 to 21-22 Enrollment Change,11-12 to 21-22 Enrollment Change Rank,11-12 to 21-22 Enrollment Change Percentile,11-12 to 21-22 Enrollment % Change Rank,11-12 to 21-22 Enrollment % Change Percentile
"Assumption Parish, LA",21-22,7,22,168,209.0,-19.61722488038278,-41.0,801.0,24.314096499526965,891.0,15.799432355723747,236.0,-28.8135593220339,-68.0,751.0,30.297397769516728,892.0,17.193308550185872,248.0,-32.25806451612904,-80.0,653.0,40.94202898550724,813.0,26.44927536231884
"Atascosa County, TX",21-22,13,48,64,77.0,-16.883116883116877,-13.0,674.0,36.329233680227055,855.0,19.205298013245034,80.0,-19.999999999999996,-16.0,587.0,45.539033457249076,802.0,25.55762081784387,,,,,,,
"Atchison County, KS",21-22,5,20,359,396.0,-9.343434343434343,-37.0,788.0,25.543992431409652,754.0,28.760643330179754,431.0,-16.70533642691415,-72.0,760.0,29.460966542750928,761.0,29.36802973977695,407.0,-11.793611793611792,-48.0,566.0,48.822463768115945,506.0,54.257246376811594
"Atlantic County, NJ",21-22,1,34,1526,1341.0,13.795674869500374,185.0,167.0,84.29517502365185,312.0,70.5771050141911,2594.0,-41.17193523515805,-1068.0,1012.0,6.04089219330855,981.0,8.921933085501859,3561.0,-57.146868857062614,-2035.0,1036.0,6.25,1042.0,5.706521739130435
"Audrain County, MO",21-22,7,29,251,247.0,1.6194331983805599,4.0,519.0,50.993377483443716,525.0,50.42573320719016,53.0,373.58490566037733,198.0,120.0,88.94052044609666,7.0,99.44237918215613,218.0,15.13761467889909,33.0,202.0,81.79347826086956,208.0,81.25
"Auglaize County, OH",21-22,11,39,167,172.0,-2.9069767441860517,-5.0,606.0,42.762535477767265,630.0,40.491958372753075,165.0,1.21212121212122,2.0,445.0,58.7360594795539,440.0,59.20074349442379,129.0,29.45736434108528,38.0,193.0,82.6086956521739,139.0,87.5
"Avoyelles Parish, LA",21-22,9,22,909,743.0,22.341857335127855,166.0,180.0,83.06527909176916,228.0,78.52412488174078,1033.0,-12.003872216844147,-124.0,817.0,24.1635687732342,694.0,35.594795539033456,1043.0,-12.84755512943433,-134.0,729.0,34.05797101449276,536.0,51.539855072463766
"Baldwin County, AL",21-22,3,1,1125,1164.0,-3.350515463917525,-39.0,795.0,24.88174077578051,637.0,39.82970671712393,1060.0,6.132075471698117,65.0,219.0,79.73977695167285,368.0,65.89219330855019,867.0,29.757785467128016,258.0,51.0,95.47101449275362,138.0,87.59057971014492
"Baltimore City, MD",21-22,510,24,4999,4274.0,16.963032288254553,725.0,54.0,94.98580889309366,281.0,73.50993377483444,4240.0,17.90094339622641,759.0,31.0,97.21189591078067,247.0,77.13754646840148,5824.0,-14.165521978021978,-825.0,968.0,12.409420289855072,565.0,48.91304347826087
"Baltimore County, MD",21-22,5,24,8975,7942.0,13.006799294887927,1033.0,37.0,96.59413434247871,323.0,69.5364238410596,10057.0,-10.7586755493686,-1082.0,1017.0,5.5762081784386615,679.0,36.98884758364313,10849.0,-17.273481426859615,-1874.0,1031.0,6.702898550724639,602.0,45.561594202898554
"Bannock County, ID",21-22,5,16,136,150.0,-9.333333333333337,-14.0,683.0,35.47776726584674,753.0,28.855250709555346,177.0,-23.163841807909602,-41.0,685.0,36.43122676579926,842.0,21.84014869888476,189.0,-28.042328042328045,-53.0,578.0,47.73550724637681,760.0,31.25
"Baraga County, MI",21-22,13,26,52,49.0,6.1224489795918435,3.0,532.0,49.76348155156102,434.0,59.03500473036897,53.0,-1.8867924528301883,-1.0,477.0,55.762081784386616,506.0,53.06691449814126,32.0,62.5,20.0,247.0,77.71739130434783,56.0,95.01811594202898
"Barnes County, ND",21-22,3,38,48,46.0,4.347826086956519,2.0,541.0,48.912015137180695,466.0,56.00756859035004,40.0,19.999999999999996,8.0,403.0,62.639405204460964,234.0,78.3457249070632,58.0,-17.24137931034483,-10.0,390.0,64.76449275362319,600.0,45.742753623188406
"Barnstable County, MA",21-22,1,25,876,527.0,66.22390891840608,349.0,111.0,89.59318826868495,81.0,92.4314096499527,598.0,46.488294314381264,278.0,99.0,90.89219330855019,112.0,89.68401486988847,939.0,-6.709265175718848,-63.0,603.0,45.471014492753625,431.0,61.050724637681164
"Barron County, WI",21-22,5,55,152,162.0,-6.172839506172845,-10.0,645.0,39.0728476821192,690.0,34.815515610217595,149.0,2.0134228187919545,3.0,432.0,59.94423791821561,424.0,60.687732342007436,179.0,-15.083798882681565,-27.0,474.0,57.15579710144928,570.0,48.460144927536234
"Barry County, MI",21-22,15,26,65,55.0,18.181818181818187,10.0,452.0,57.33207190160833,264.0,75.11825922421949,70.0,-7.14285714285714,-5.0,512.0,52.5092936802974,605.0,43.866171003717476,94.0,-30.85106382978723,-29.0,485.0,56.15942028985508,793.0,28.26086956521739
"Barry County, MO",21-22,9,29,82,,,,,,,,67.0,22.388059701492537,15.0,355.0,67.1003717472119,206.0,80.94795539033457,95.0,-13.684210526315788,-13.0,409.0,63.04347826086957,555.0,49.81884057971014
"Bartholomew County, IN",21-22,5,18,359,403.0,-10.918114143920599,-44.0,809.0,23.55723746452223,781.0,26.206244087038787,387.0,-7.235142118863047,-28.0,652.0,39.498141263940525,611.0,43.30855018587361,360.0,-0.2777777777777768,-1.0,348.0,68.56884057971014,353.0,68.11594202898551
"Barton County, KS",21-22,9,20,238,81.0,193.82716049382717,157.0,187.0,82.40302743614002,12.0,98.9593188268685,73.0,226.027397260274,165.0,139.0,87.17472118959108,13.0,98.88475836431226,266.0,-10.526315789473683,-28.0,478.0,56.79347826086957,493.0,55.434782608695656
"Bay County, FL",21-22,5,12,124,125.0,-0.8000000000000007,-1.0,570.0,46.16840113528855,585.0,44.74929044465468,280.0,-55.714285714285715,-156.0,833.0,22.676579925650557,1040.0,3.4386617100371746,108.0,14.814814814814813,16.0,265.0,76.08695652173914,211.0,80.97826086956522
"Bay County, MI",21-22,17,26,379,449.0,-15.590200445434299,-70.0,856.0,19.110690633869442,847.0,19.96215704824976,245.0,54.6938775510204,134.0,160.0,85.22304832713755,101.0,90.70631970260223,883.0,-57.07814269535674,-504.0,911.0,17.57246376811594,1041.0,5.797101449275362
"Beadle County, SD",21-22,5,46,141,132.0,6.818181818181812,9.0,460.0,56.5752128666036,417.0,60.64333017975402,153.0,-7.843137254901967,-12.0,558.0,48.234200743494426,619.0,42.56505576208178,155.0,-9.03225806451613,-14.0,415.0,62.5,472.0,57.33695652173913
"Beaufort County, SC",21-22,13,45,363,183.0,98.36065573770492,180.0,171.0,83.91674550614948,42.0,96.12109744560075,624.0,-41.82692307692307,-261.0,896.0,16.82156133828996,986.0,8.45724907063197,570.0,-36.31578947368421,-207.0,788.0,28.713768115942027,849.0,23.18840579710145
"Beaver County, PA",21-22,7,42,422,512.0,-17.578125,-90.0,869.0,17.880794701986755,866.0,18.164616840113528,559.0,-24.508050089445444,-137.0,825.0,23.42007434944238,861.0,20.074349442379184,813.0,-48.09348093480935,-391.0,872.0,21.105072463768117,977.0,11.594202898550725
"Becker County, MN",21-22,5,27,154,137.0,12.408759124087588,17.0,403.0,61.9678334910123,332.0,68.68495742667929,,,,,,,,107.0,43.92523364485981,47.0,168.0,84.87318840579711,94.0,91.57608695652173
"Bell County, TX",21-22,27,48,498,111.0,348.6486486486487,387.0,103.0,90.35004730368968,2.0,99.90539262062441,441.0,12.925170068027203,57.0,237.0,78.06691449814126,288.0,73.3271375464684,423.0,17.730496453900702,75.0,122.0,89.03985507246377,189.0,82.97101449275362
"Belmont County, OH",21-22,13,39,129,253.0,-49.011857707509876,-124.0,880.0,16.840113528855248,1028.0,2.838221381267739,367.0,-64.85013623978202,-238.0,881.0,18.21561338289963,1057.0,1.858736059479554,534.0,-75.84269662921348,-405.0,880.0,20.380434782608695,1096.0,0.8152173913043478
"Beltrami County, MN",21-22,7,27,405,340.0,19.11764705882353,65.0,272.0,74.36140018921475,255.0,75.96972563859981,430.0,-5.813953488372093,-25.0,643.0,40.33457249070632,581.0,46.09665427509294,365.0,10.95890410958904,40.0,186.0,83.2427536231884,232.0,79.07608695652173
"Bennington County, VT",21-22,3,50,187,205.0,-8.780487804878046,-18.0,703.0,33.58561967833491,739.0,30.179754020813625,171.0,9.35672514619883,16.0,351.0,67.4721189591078,328.0,69.6096654275093,146.0,28.08219178082192,41.0,182.0,83.60507246376811,142.0,87.22826086956522
"Benton County, AR",21-22,7,5,435,392.0,10.969387755102034,43.0,304.0,71.33396404919584,355.0,66.50898770104068,374.0,16.310160427807485,61.0,225.0,79.182156133829,259.0,76.02230483271374,316.0,37.65822784810127,119.0,97.0,91.30434782608695,107.0,90.39855072463769
"Benton County, IN",21-22,7,18,117,111.0,5.405405405405395,6.0,494.0,53.358561967833495,443.0,58.18353831598865,86.0,36.04651162790697,31.0,288.0,73.3271375464684,144.0,86.7100371747212,117.0,0.0,0.0,341.0,69.20289855072464,341.0,69.20289855072464
"Benton County, MN",21-22,9,27,295,370.0,-20.270270270270274,-75.0,861.0,18.637653736991485,894.0,15.515610217596972,724.0,-59.25414364640884,-429.0,944.0,12.360594795539033,1049.0,2.6022304832713754,736.0,-59.91847826086957,-441.0,890.0,19.47463768115942,1054.0,4.619565217391304
"Benton County, WA",21-22,5,53,750,731.0,2.5991792065663377,19.0,391.0,63.1031220435194,499.0,52.88552507095553,681.0,10.13215859030836,69.0,214.0,80.20446096654274,318.0,70.53903345724906,,,,,,,
"Bergen County, NJ",21-22,3,34,7069,6683.0,5.7758491695346414,386.0,104.0,90.25543992431409,439.0,58.56196783349101,8845.0,-20.07914075749011,-1776.0,1045.0,2.973977695167286,807.0,25.092936802973973,12201.0,-42.06212605524138,-5132.0,1090.0,1.358695652173913,926.0,16.213768115942027
"Berkeley County, SC",21-22,15,45,116,,,,,,,,142.0,-18.309859154929576,-26.0,647.0,39.96282527881041,783.0,27.323420074349443,214.0,-45.79439252336449,-98.0,688.0,37.77173913043478,949.0,14.130434782608695
"Berkeley County, WV",21-22,3,54,324,220.0,47.272727272727266,104.0,226.0,78.71333964049197,118.0,88.93093661305582,291.0,11.340206185567014,33.0,285.0,73.60594795539033,307.0,71.56133828996283,306.0,5.882352941176472,18.0,254.0,77.08333333333334,280.0,74.72826086956522
"Berks County, PA",21-22,11,42,2240,2579.0,-13.144629701434663,-339.0,965.0,8.798486281929991,819.0,22.61116367076632,2552.0,-12.225705329153602,-312.0,909.0,15.613382899628252,697.0,35.31598513011153,1857.0,20.624663435648905,383.0,28.0,97.55434782608695,175.0,84.23913043478261
"Berkshire County, MA",21-22,3,25,393,305.0,28.85245901639344,88.0,245.0,76.91579943235573,186.0,82.49763481551561,382.0,2.8795811518324665,11.0,376.0,65.14869888475836,408.0,62.174721189591075,697.0,-43.6154949784792,-304.0,838.0,24.184782608695652,936.0,15.307971014492756
"Bernalillo County, NM",21-22,1,35,2064,1850.0,11.567567567567561,214.0,152.0,85.71428571428571,346.0,67.36045411542099,2003.0,3.0454318522216584,61.0,225.0,79.182156133829,405.0,62.45353159851301,3223.0,-35.96028544834006,-1159.0,996.0,9.873188405797102,845.0,23.55072463768116
"Berrien County, MI",21-22,21,26,442,233.0,89.69957081545064,209.0,155.0,85.43046357615894,48.0,95.55345316934721,540.0,-18.148148148148145,-98.0,793.0,26.394052044609666,780.0,27.602230483271374,773.0,-42.82018111254852,-331.0,851.0,23.007246376811594,931.0,15.760869565217392
"Bexar County, TX",21-22,29,48,6825,6063.0,12.568035625927765,762.0,50.0,95.36423841059603,330.0,68.87417218543047,6205.0,9.991941982272357,620.0,41.0,96.28252788104089,320.0,70.35315985130111,11063.0,-38.30787309048178,-4238.0,1082.0,2.083333333333333,874.0,20.92391304347826
"Bibb County, GA",21-22,21,13,838,903.0,-7.198228128460682,-65.0,851.0,19.5837275307474,712.0,32.73415326395459,1019.0,-17.762512266928365,-181.0,846.0,21.468401486988846,776.0,27.973977695167285,475.0,76.42105263157895,363.0,29.0,97.46376811594203,40.0,96.46739130434783
"Big Horn County, MT",21-22,3,30,235,113.0,107.9646017699115,122.0,208.0,80.4162724692526,35.0,96.7833491012299,126.0,86.5079365079365,109.0,173.0,84.01486988847584,57.0,94.79553903345726,256.0,-8.203125,-21.0,448.0,59.5108695652174,456.0,58.78623188405797
"Black Hawk County, IA",21-22,13,19,889,2031.0,-56.228458887247655,-1142.0,1040.0,1.7029328287606436,1042.0,1.5137180700094608,2293.0,-61.22982991713912,-1404.0,1033.0,4.089219330855019,1053.0,2.2304832713754648,1691.0,-47.42755765819042,-802.0,965.0,12.681159420289855,965.0,12.681159420289855
"Blaine County, MT",21-22,5,30,7,53.0,-86.79245283018868,-46.0,812.0,23.273415326395458,1057.0,0.0946073793755913,83.0,-91.56626506024097,-76.0,764.0,29.08921933085502,1075.0,0.18587360594795538,99.0,-92.92929292929293,-92.0,679.0,38.58695652173913,1103.0,0.18115942028985507
"Blair County, PA",21-22,13,42,857,965.0,-11.191709844559583,-108.0,874.0,17.407757805108798,787.0,25.63859981078524,891.0,-3.8159371492704874,-34.0,668.0,38.01115241635687,546.0,49.34944237918216,1251.0,-31.49480415667466,-394.0,874.0,20.92391304347826,800.0,27.6268115942029
"Blue Earth County, MN",21-22,13,27,541,969.0,-44.16924664602683,-428.0,981.0,7.28476821192053,1020.0,3.595080416272469,818.0,-33.86308068459658,-277.0,900.0,16.449814126394052,934.0,13.289962825278812,860.0,-37.093023255813954,-319.0,841.0,23.91304347826087,862.0,22.01086956521739
"Bonneville County, ID",21-22,19,16,163,180.0,-9.444444444444445,-17.0,696.0,34.24787133396405,756.0,28.57142857142857,160.0,1.8750000000000044,3.0,432.0,59.94423791821561,426.0,60.501858736059475,124.0,31.4516129032258,39.0,190.0,82.88043478260869,132.0,88.13405797101449
"Boone County, IA",21-22,15,19,89,145.0,-38.62068965517241,-56.0,833.0,21.28666035950804,1001.0,5.392620624408704,176.0,-49.43181818181818,-87.0,784.0,27.230483271375466,1019.0,5.390334572490707,173.0,-48.554913294797686,-84.0,658.0,40.48913043478261,979.0,11.41304347826087
"Boone County, KY",21-22,15,21,1222,1333.0,-8.327081770442613,-111.0,877.0,17.123935666982025,729.0,31.125827814569533,1295.0,-5.637065637065641,-73.0,761.0,29.36802973977695,578.0,46.37546468401487,2059.0,-40.65080135988344,-837.0,971.0,12.13768115942029,906.0,18.02536231884058
"Boone County, MO",21-22,19,29,625,870.0,-28.16091954022989,-245.0,937.0,11.447492904446547,950.0,10.21759697256386,928.0,-32.650862068965516,-303.0,906.0,15.892193308550187,923.0,14.312267657992564,588.0,6.292517006802711,37.0,195.0,82.42753623188406,279.0,74.81884057971014
"Boone County, NE",21-22,11,31,116,,,,,,,,115.0,0.8695652173912993,1.0,454.0,57.899628252788105,449.0,58.36431226765799,97.0,19.58762886597938,19.0,250.0,77.44565217391305,179.0,83.87681159420289
"Boulder County, CO",21-22,13,8,581,654.0,-11.16207951070336,-73.0,859.0,18.82686849574267,786.0,25.733207190160833,647.0,-10.200927357032452,-66.0,746.0,30.76208178438662,671.0,37.732342007434944,935.0,-37.860962566844925,-354.0,859.0,22.282608695652172,869.0,21.3768115942029
"Bourbon County, KS",21-22,11,20,59,67.0,-11.940298507462687,-8.0,627.0,40.77578051087985,798.0,24.597918637653738,55.0,7.272727272727275,4.0,422.0,60.87360594795539,358.0,66.82156133828995,,,,,,,
"Bourbon County, KY",21-22,17,21,67,52.0,28.846153846153854,15.0,418.0,60.54872280037843,187.0,82.40302743614002,67.0,0.0,0.0,463.0,57.06319702602231,463.0,57.06319702602231,76.0,-11.842105263157897,-9.0,385.0,65.21739130434783,511.0,53.80434782608695
"Box Butte County, NE",21-22,13,31,131,146.0,-10.273972602739722,-15.0,685.0,35.28855250709555,769.0,27.341532639545886,148.0,-11.486486486486491,-17.0,594.0,44.888475836431226,685.0,36.43122676579926,147.0,-10.8843537414966,-16.0,425.0,61.59420289855072,496.0,55.16304347826087
"Boyd County, KY",21-22,19,21,160,130.0,23.076923076923084,30.0,344.0,67.54966887417218,221.0,79.18637653736992,150.0,6.666666666666665,10.0,385.0,64.31226765799256,363.0,66.35687732342006,146.0,9.589041095890405,14.0,271.0,75.54347826086956,247.0,77.71739130434783
"Bradford County, PA",21-22,15,42,198,102.0,94.11764705882352,96.0,238.0,77.57805108798486,44.0,95.93188268684958,,,,,,,,117.0,69.23076923076923,81.0,117.0,89.4927536231884,47.0,95.83333333333334
"Branch County, MI",21-22,23,26,363,268.0,35.44776119402986,95.0,240.0,77.38883632923368,149.0,85.99810785241249,222.0,63.51351351351351,141.0,155.0,85.68773234200744,85.0,92.19330855018588,155.0,134.19354838709677,208.0,59.0,94.7463768115942,14.0,98.82246376811594
"Brazoria County, TX",21-22,39,48,534,525.0,1.7142857142857126,9.0,460.0,56.5752128666036,521.0,50.804162724692524,593.0,-9.94940978077572,-59.0,731.0,32.15613382899628,664.0,38.38289962825279,480.0,11.250000000000004,54.0,157.0,85.86956521739131,227.0,79.52898550724638
"Brazos County, TX",21-22,41,48,507,659.0,-23.065250379362666,-152.0,911.0,13.90728476821192,917.0,13.339640491958374,755.0,-32.8476821192053,-248.0,887.0,17.657992565055764,926.0,14.033457249070633,384.0,32.03125,123.0,93.0,91.66666666666666,129.0,88.40579710144928
"Breckinridge County, KY",21-22,27,21,228,250.0,-8.799999999999997,-22.0,719.0,32.07190160832545,741.0,29.990539262062445,237.0,-3.797468354430378,-9.0,543.0,49.628252788104085,545.0,49.44237918215613,290.0,-21.379310344827584,-62.0,598.0,45.92391304347826,660.0,40.30797101449276
"Brevard County, FL",21-22,9,12,1655,1516.0,9.1688654353562,139.0,198.0,81.3623462630085,378.0,64.33301797540209,2832.0,-41.56073446327684,-1177.0,1022.0,5.111524163568773,984.0,8.643122676579926,2614.0,-36.68706962509564,-959.0,983.0,11.05072463768116,853.0,22.82608695652174
"Bristol City, VA",21-22,520,51,135,131.0,3.053435114503822,4.0,519.0,50.993377483443716,488.0,53.92620624408704,154.0,-12.337662337662337,-19.0,610.0,43.40148698884758,703.0,34.75836431226766,156.0,-13.461538461538458,-21.0,448.0,59.5108695652174,548.0,50.45289855072463
"Bristol County, MA",21-22,5,25,4256,4224.0,0.7575757575757569,32.0,338.0,68.11731315042573,541.0,48.912015137180695,4542.0,-6.296785557023332,-286.0,904.0,16.07806691449814,593.0,44.98141263940521,5631.0,-24.418398153081156,-1375.0,1013.0,8.333333333333332,704.0,36.322463768115945
"Bristol County, RI",21-22,1,44,168,300.0,-43.99999999999999,-132.0,889.0,15.98864711447493,1018.0,3.7842951750236518,556.0,-69.7841726618705,-388.0,929.0,13.754646840148698,1067.0,0.929368029739777,454.0,-62.99559471365639,-286.0,823.0,25.543478260869566,1068.0,3.3514492753623193
"Bronx County, NY",21-22,5,36,13280,14553.0,-8.74733731876589,-1273.0,1044.0,1.3245033112582782,738.0,30.274361400189214,17080.0,-22.248243559718972,-3800.0,1070.0,0.6505576208178439,834.0,22.58364312267658,21986.0,-39.59792595287911,-8706.0,1100.0,0.4528985507246377,895.0,19.021739130434785
"Broome County, NY",21-22,7,36,527,708.0,-25.564971751412426,-181.0,922.0,12.866603595080417,934.0,11.731315042573321,916.0,-42.46724890829694,-389.0,932.0,13.475836431226766,994.0,7.713754646840148,816.0,-35.416666666666664,-289.0,826.0,25.271739130434785,840.0,24.003623188405797
"Broomfield County, CO",21-22,14,8,348,351.0,-0.8547008547008517,-3.0,590.0,44.276253547776726,586.0,44.654683065279094,1064.0,-67.29323308270676,-716.0,979.0,9.107806691449815,1061.0,1.486988847583643,1034.0,-66.34429400386847,-686.0,951.0,13.949275362318842,1082.0,2.083333333333333
"Broward County, FL",21-22,11,12,10023,11162.0,-10.204264468733204,-1139.0,1039.0,1.7975402081362346,768.0,27.436140018921474,12314.0,-18.60484001949001,-2291.0,1057.0,1.858736059479554,789.0,26.765799256505574,12653.0,-20.785584446376348,-2630.0,1052.0,4.800724637681159,653.0,40.94202898550724
"Brown County, IL",21-22,9,17,124,79.0,56.96202531645569,45.0,302.0,71.52317880794702,98.0,90.82308420056765,75.0,65.33333333333333,49.0,253.0,76.57992565055763,82.0,92.4721189591078,72.0,72.22222222222223,52.0,163.0,85.32608695652173,46.0,95.92391304347827
"Brown County, MN",21-22,15,27,781,1160.0,-32.67241379310345,-379.0,973.0,8.04162724692526,971.0,8.230842005676443,1169.0,-33.190761334473905,-388.0,929.0,13.754646840148698,931.0,13.568773234200743,921.0,-15.200868621064057,-140.0,740.0,33.061594202898554,572.0,48.278985507246375
"Brown County, OH",21-22,15,39,93,115.0,-19.130434782608695,-22.0,719.0,32.07190160832545,884.0,16.461684011352887,84.0,10.71428571428572,9.0,391.0,63.7546468401487,313.0,71.00371747211895,60.0,55.00000000000001,33.0,202.0,81.79347826086956,75.0,93.29710144927536
"Brown County, SD",21-22,13,46,1000,1398.0,-28.469241773962807,-398.0,975.0,7.852412488174078,951.0,10.122989593188269,1036.0,-3.474903474903479,-36.0,675.0,37.36059479553903,540.0,49.90706319702603,643.0,55.52099533437014,357.0,31.0,97.28260869565217,72.0,93.56884057971014
"Brown County, WI",21-22,9,55,10045,6443.0,55.90563402141859,3602.0,3.0,99.81078524124882,101.0,90.53926206244087,4429.0,126.80063219688415,5616.0,1.0,100.0,34.0,96.93308550185874,3576.0,180.90044742729305,6469.0,1.0,100.0,7.0,99.45652173913044
"Brule County, SD",21-22,15,46,124,182.0,-31.868131868131865,-58.0,838.0,20.813623462630083,968.0,8.514664143803216,167.0,-25.74850299401198,-43.0,691.0,35.87360594795539,870.0,19.237918215613384,156.0,-20.512820512820518,-32.0,496.0,55.16304347826087,649.0,41.30434782608695
"Buchanan County, IA",21-22,19,19,278,324.0,-14.197530864197528,-46.0,812.0,23.273415326395458,835.0,21.09744560075686,328.0,-15.243902439024392,-50.0,707.0,34.386617100371744,735.0,31.784386617100374,257.0,8.171206225680926,21.0,244.0,77.98913043478261,265.0,76.08695652173914
"Buchanan County, MO",21-22,21,29,828,282.0,193.61702127659575,546.0,75.0,92.99905392620624,13.0,98.86471144749291,618.0,33.98058252427185,210.0,117.0,89.21933085501858,153.0,85.87360594795538,988.0,-16.194331983805665,-160.0,755.0,31.70289855072464,591.0,46.55797101449276
"Bucks County, PA",21-22,17,42,5501,5763.0,-4.546243276071493,-262.0,944.0,10.785241248817409,660.0,37.65373699148534,6253.0,-12.026227410842793,-752.0,983.0,8.736059479553903,695.0,35.501858736059475,7593.0,-27.55169234821546,-2092.0,1039.0,5.978260869565218,753.0,31.88405797101449
"Buffalo County, NE",21-22,19,31,363,357.0,1.680672268907557,6.0,494.0,53.358561967833495,523.0,50.61494796594135,343.0,5.8309037900874605,20.0,330.0,69.42379182156134,375.0,65.24163568773234,327.0,11.009174311926607,36.0,196.0,82.33695652173914,231.0,79.16666666666666
"Buffalo County, WI",21-22,11,55,23,24.0,-4.1666666666666625,-1.0,570.0,46.16840113528855,648.0,38.78902554399243,19.0,21.052631578947366,4.0,422.0,60.87360594795539,215.0,80.11152416356877,30.0,-23.33333333333333,-7.0,378.0,65.85144927536231,681.0,38.405797101449274
"Buncombe County, NC",21-22,21,37,180,,,,,,,,192.0,-6.25,-12.0,558.0,48.234200743494426,592.0,45.07434944237918,200.0,-9.999999999999998,-20.0,439.0,60.32608695652174,489.0,55.79710144927537
"Bureau County, IL",21-22,11,17,282,287.0,-1.7421602787456414,-5.0,606.0,42.762535477767265,600.0,43.33017975402081,,,,,,,,99.0,184.84848484848487,183.0,65.0,94.20289855072464,6.0,99.54710144927536
"Burleigh County, ND",21-22,15,38,2270,1012.0,124.30830039525694,1258.0,24.0,97.82403027436139,26.0,97.63481551561021,1116.0,103.40501792114694,1154.0,13.0,98.88475836431226,42.0,96.18959107806691,829.0,173.8238841978287,1441.0,2.0,99.90942028985508,9.0,99.27536231884058
"Burlington County, NJ",21-22,5,34,2003,1720.0,16.453488372093016,283.0,130.0,87.79564806054873,283.0,73.32071901608326,2179.0,-8.077099586966497,-176.0,845.0,21.561338289962826,626.0,41.91449814126394,3249.0,-38.35026161895968,-1246.0,1006.0,8.967391304347826,876.0,20.742753623188406
"Butler County, KS",21-22,15,20,101,129.0,-21.705426356589154,-28.0,747.0,29.422894985808895,909.0,14.096499526963102,109.0,-7.339449541284404,-8.0,534.0,50.46468401486989,612.0,43.215613382899626,117.0,-13.675213675213671,-16.0,425.0,61.59420289855072,553.0,50.0
"Butler County, MO",21-22,23,29,93,128.0,-27.34375,-35.0,780.0,26.300851466414382,946.0,10.596026490066226,153.0,-39.21568627450981,-60.0,735.0,31.784386617100374,972.0,9.758364312267657,135.0,-31.11111111111111,-42.0,540.0,51.177536231884055,796.0,27.98913043478261
"Butler County, NE",21-22,23,31,711,246.0,189.02439024390242,465.0,88.0,91.76915799432356,16.0,98.58088930936613,518.0,37.25868725868726,193.0,122.0,88.7546468401487,135.0,87.54646840148699,771.0,-7.78210116731517,-60.0,590.0,46.64855072463768,449.0,59.42028985507246
"Butler County, OH",21-22,17,39,2705,2841.0,-4.787046814501938,-136.0,892.0,15.704824976348156,665.0,37.180700094607374,2746.0,-1.4930808448652577,-41.0,685.0,36.43122676579926,496.0,53.99628252788104,2557.0,5.788032850997271,148.0,80.0,92.84420289855072,281.0,74.63768115942028
"Butler County, PA",21-22,19,42,1430,2016.0,-29.067460317460313,-586.0,1007.0,4.824976348155157,956.0,9.649952696310313,1455.0,-1.718213058419249,-25.0,643.0,40.33457249070632,501.0,53.53159851301115,1203.0,18.869492934330843,227.0,55.0,95.1086956521739,183.0,83.51449275362319
"Butte County, CA",21-22,7,6,370,344.0,7.558139534883712,26.0,358.0,66.22516556291392,402.0,62.06244087038789,328.0,12.804878048780477,42.0,260.0,75.92936802973978,290.0,73.14126394052045,295.0,25.423728813559322,75.0,122.0,89.03985507246377,152.0,86.32246376811594
"Cabarrus County, NC",21-22,25,37,363,321.0,13.08411214953271,42.0,305.0,71.23935666982024,322.0,69.63103122043519,288.0,26.041666666666675,75.0,206.0,80.94795539033457,183.0,83.08550185873605,,,,,,,
"Cabell County, WV",21-22,11,54,635,517.0,22.823984526112184,118.0,213.0,79.94323557237465,223.0,78.99716177861873,556.0,14.20863309352518,79.0,200.0,81.50557620817844,273.0,74.72118959107806,729.0,-12.894375857338824,-94.0,681.0,38.405797101449274,538.0,51.358695652173914
"Caddo Parish, LA",21-22,17,22,863,886.0,-2.5959367945823875,-23.0,723.0,31.693472090823082,620.0,41.43803216650899,997.0,-13.440320962888663,-134.0,823.0,23.605947955390334,713.0,33.82899628252788,1211.0,-28.73658133773741,-348.0,855.0,22.644927536231883,766.0,30.706521739130434
"Calcasieu Parish, LA",21-22,19,22,1844,2276.0,-18.980667838312826,-432.0,983.0,7.095553453169347,883.0,16.55629139072848,2474.0,-25.464834276475344,-630.0,971.0,9.851301115241636,867.0,19.516728624535315,1961.0,-5.966343702192756,-117.0,715.0,35.32608695652174,422.0,61.86594202898551
"Caledonia County, VT",21-22,5,50,150,68.0,120.58823529411767,82.0,254.0,76.0643330179754,28.0,97.44560075685904,89.0,68.53932584269661,61.0,225.0,79.182156133829,76.0,93.02973977695167,174.0,-13.793103448275868,-24.0,461.0,58.333333333333336,556.0,49.72826086956522
