County & State,School Year,County Code,State ANSI Code,Enrollment
"Broward County, FL",17-18,11,12,12314
"Broward County, FL",19-20,11,12,11162
"Broward County, FL",21-22,11,12,10023
"Brown County, IL",11-12,9,17,72
"Brown County, IL",13-14,9,17,77
"Brown County, IL",15-16,9,17,81
"Brown County, IL",17-18,9,17,75
"Brown County, IL",19-20,9,17,79
"Brown County, IL",21-22,9,17,124
"Brown County, MN",11-12,15,27,921
"Brown County, MN",13-14,15,27,862
"Brown County, MN",15-16,15,27,887
"Brown County, MN",17-18,15,27,1169
"Brown County, MN",19-20,15,27,1160
"Brown County, MN",21-22,15,27,781
"Brown County, OH",11-12,15,39,60
"Brown County, OH",13-14,15,39,72
"Brown County, OH",15-16,15,39,62
"Brown County, OH",17-18,15,39,84
"Brown County, OH",19-20,15,39,115
"Brown County, OH",21-22,15,39,93
"Brown County, SD",11-12,13,46,643
"Brown County, SD",15-16,13,46,577
"Brown County, SD",17-18,13,46,1036
"Brown County, SD",19-20,13,46,1398
"Brown County, SD",21-22,13,46,1000
"Brown County, WI",11-12,9,55,3576
"Brown County, WI",13-14,9,55,3289
"Brown County, WI",15-16,9,55,2259
"Brown County, WI",17-18,9,55,4429
"Brown County, WI",19-20,9,55,6443
"Brown County, WI",21-22,9,55,10045
"Brule County, SD",11-12,15,46,156
"Brule County, SD",17-18,15,46,167
"Brule County, SD",19-20,15,46,182
"Brule County, SD",21-22,15,46,124
"Buchanan County, IA",11-12,19,19,257
"Buchanan County, IA",13-14,19,19,290
"Buchanan County, IA",15-16,19,19,290
"Buchanan County, IA",17-18,19,19,328
"Buchanan County, IA",19-20,19,19,324
"Buchanan County, IA",21-22,19,19,278
"Buchanan County, MO",11-12,21,29,988
"Buchanan County, MO",13-14,21,29,983
"Buchanan County, MO",15-16,21,29,828
"Buchanan County, MO",17-18,21,29,618
"Buchanan County, MO",19-20,21,29,282
"Buchanan County, MO",21-22,21,29,828
"Bucks County, PA",11-12,17,42,7593
"Bucks County, PA",13-14,17,42,6816
"Bucks County, PA",15-16,17,42,5475
"Bucks County, PA",17-18,17,42,6253
"Bucks County, PA",19-20,17,42,5763
"Bucks County, PA",21-22,17,42,5501
"Buena Vista County, IA",11-12,21,19,315
"Buena Vista County, IA",13-14,21,19,281
"Buena Vista County, IA",15-16,21,19,293
"Buffalo County, NE",11-12,19,31,327
"Buffalo County, NE",13-14,19,31,339
"Buffalo County, NE",15-16,19,31,380
"Buffalo County, NE",17-18,19,31,343
"Buffalo County, NE",19-20,19,31,357
"Buffalo County, NE",21-22,19,31,363
"Buffalo County, WI",11-12,11,55,30
"Buffalo County, WI",13-14,11,55,31
"Buffalo County, WI",15-16,11,55,31
"Buffalo County, WI",17-18,11,55,19
"Buffalo County, WI",19-20,11,55,24
"Buffalo County, WI",21-22,11,55,23
"Bullitt County, KY",11-12,29,21,132
"Buncombe County, NC",11-12,21,37,200
"Buncombe County, NC",13-14,21,37,156
"Buncombe County, NC",15-16,21,37,169
"Buncombe County, NC",17-18,21,37,192
"Buncombe County, NC",21-22,21,37,180
"Bureau County, IL",11-12,11,17,99
"Bureau County, IL",13-14,11,17,81
"Bureau County, IL",15-16,11,17,75
"Bureau County, IL",19-20,11,17,287
"Bureau County, IL",21-22,11,17,282
"Burleigh County, ND",11-12,15,38,829
"Burleigh County, ND",13-14,15,38,990
"Burleigh County, ND",15-16,15,38,1015
"Burleigh County, ND",17-18,15,38,1116
"Burleigh County, ND",19-20,15,38,1012
"Burleigh County, ND",21-22,15,38,2270
"Burlington County, NJ",11-12,5,34,3249
"Burlington County, NJ",13-14,5,34,2577
"Burlington County, NJ",15-16,5,34,2194
"Burlington County, NJ",17-18,5,34,2179
"Burlington County, NJ",19-20,5,34,1720
"Burlington County, NJ",21-22,5,34,2003
"Butler County, KS",11-12,15,20,117
"Butler County, KS",15-16,15,20,124
"Butler County, KS",17-18,15,20,109
"Butler County, KS",19-20,15,20,129
"Butler County, KS",21-22,15,20,101
"Butler County, MO",11-12,23,29,135
"Butler County, MO",13-14,23,29,158
"Butler County, MO",15-16,23,29,154
"Butler County, MO",17-18,23,29,153
"Butler County, MO",19-20,23,29,128
"Butler County, MO",21-22,23,29,93
"Butler County, NE",11-12,23,31,771
"Butler County, NE",13-14,23,31,539
"Butler County, NE",15-16,23,31,296
"Butler County, NE",17-18,23,31,518
"Butler County, NE",19-20,23,31,246
"Butler County, NE",21-22,23,31,711
"Butler County, OH",11-12,17,39,2557
"Butler County, OH",13-14,17,39,2626
"Butler County, OH",15-16,17,39,2796
"Butler County, OH",17-18,17,39,2746
"Butler County, OH",19-20,17,39,2841
"Butler County, OH",21-22,17,39,2705
"Butler County, PA",11-12,19,42,1203
"Butler County, PA",13-14,19,42,1334
"Butler County, PA",15-16,19,42,783
"Butler County, PA",17-18,19,42,1455
"Butler County, PA",19-20,19,42,2016
"Butler County, PA",21-22,19,42,1430
"Butte County, CA",11-12,7,6,295
"Butte County, CA",13-14,7,6,331
"Butte County, CA",15-16,7,6,329
"Butte County, CA",17-18,7,6,328
"Butte County, CA",19-20,7,6,344
"Butte County, CA",21-22,7,6,370
"Cabarrus County, NC",13-14,25,37,105
"Cabarrus County, NC",15-16,25,37,207
"Cabarrus County, NC",17-18,25,37,288
"Cabarrus County, NC",19-20,25,37,321
"Cabarrus County, NC",21-22,25,37,363
"Cabell County, WV",11-12,11,54,729
"Cabell County, WV",13-14,11,54,716
"Cabell County, WV",15-16,11,54,744
"Cabell County, WV",17-18,11,54,556
"Cabell County, WV",19-20,11,54,517
"Cabell County, WV",21-22,11,54,635
"Caddo Parish, LA",11-12,17,22,1211
"Caddo Parish, LA",13-14,17,22,1162
"Caddo Parish, LA",15-16,17,22,1066
"Caddo Parish, LA",17-18,17,22,997
"Caddo Parish, LA",19-20,17,22,886
"Caddo Parish, LA",21-22,17,22,863
"Calcasieu Parish, LA",11-12,19,22,1961
"Calcasieu Parish, LA",13-14,19,22,2088
"Calcasieu Parish, LA",15-16,19,22,2394
"Calcasieu Parish, LA",17-18,19,22,2474
"Calcasieu Parish, LA",19-20,19,22,2276
"Calcasieu Parish, LA",21-22,19,22,1844
"Caledonia County, VT",11-12,5,50,174
"Caledonia County, VT",13-14,5,50,147
"Caledonia County, VT",15-16,5,50,101
"Caledonia County, VT",17-18,5,50,89
"Caledonia County, VT",19-20,5,50,68
"Caledonia County, VT",21-22,5,50,150
"Calhoun County, AL",11-12,15,1,246
"Calhoun County, AL",13-14,15,1,259
"Calhoun County, AL",15-16,15,1,267
"Calhoun County, AL",17-18,15,1,268
"Calhoun County, AL",19-20,15,1,184
"Calhoun County, AL",21-22,15,1,131
"Calhoun County, IL",11-12,13,17,147
"Calhoun County, IL",13-14,13,17,178
"Calhoun County, IL",15-16,13,17,91
"Calhoun County, IL",17-18,13,17,159
"Calhoun County, IL",19-20,13,17,125
"Calhoun County, IL",21-22,13,17,129
"Calhoun County, MI",11-12,25,26,1050
"Calhoun County, MI",13-14,25,26,508
"Calhoun County, MI",15-16,25,26,454
"Calhoun County, MI",17-18,25,26,419
"Calhoun County, MI",19-20,25,26,327
"Calhoun County, MI",21-22,25,26,429
"Calhoun County, TX",11-12,57,48,96
"Calhoun County, TX",21-22,57,48,118
"Callaway County, MO",11-12,27,29,84
"Callaway County, MO",13-14,27,29,80
"Callaway County, MO",15-16,27,29,83
"Callaway County, MO",17-18,27,29,88
"Callaway County, MO",19-20,27,29,98
"Callaway County, MO",21-22,27,29,106
"Calumet County, WI",11-12,15,55,600
"Calumet County, WI",13-14,15,55,345
"Calumet County, WI",15-16,15,55,303
"Calumet County, WI",17-18,15,55,185
"Calumet County, WI",19-20,15,55,285
"Calumet County, WI",21-22,15,55,252
"Calvert County, MD",11-12,9,24,358
"Calvert County, MD",13-14,9,24,349
"Calvert County, MD",15-16,9,24,194
"Calvert County, MD",17-18,9,24,197
"Calvert County, MD",19-20,9,24,251
"Calvert County, MD",21-22,9,24,349
"Cambria County, PA",11-12,21,42,2400
"Cambria County, PA",13-14,21,42,2303
"Cambria County, PA",15-16,21,42,2236
"Cambria County, PA",17-18,21,42,1673
"Cambria County, PA",19-20,21,42,1001
"Cambria County, PA",21-22,21,42,1696
"Camden County, NJ",11-12,7,34,7672
"Camden County, NJ",13-14,7,34,6643
"Camden County, NJ",15-16,7,34,5817
"Camden County, NJ",17-18,7,34,4762
"Camden County, NJ",19-20,7,34,4427
"Camden County, NJ",21-22,7,34,3884
"Cameron County, TX",11-12,61,48,2102
"Cameron County, TX",13-14,61,48,1786
"Cameron County, TX",15-16,61,48,1492
"Cameron County, TX",17-18,61,48,927
"Cameron County, TX",19-20,61,48,1142
"Cameron County, TX",21-22,61,48,936
"Campbell County, KY",11-12,37,21,2607
"Campbell County, KY",13-14,37,21,2461
"Campbell County, KY",15-16,37,21,1981
"Campbell County, KY",17-18,37,21,2799
"Campbell County, KY",19-20,37,21,2129
"Campbell County, KY",21-22,37,21,2327
"Campbell County, WY",11-12,5,56,161
"Campbell County, WY",13-14,5,56,204
"Campbell County, WY",15-16,5,56,225
"Campbell County, WY",17-18,5,56,237
"Campbell County, WY",19-20,5,56,168
"Campbell County, WY",21-22,5,56,166
"Canadian County, OK",11-12,17,40,310
"Canadian County, OK",13-14,17,40,353
"Canadian County, OK",15-16,17,40,381
"Canadian County, OK",17-18,17,40,346
"Canadian County, OK",19-20,17,40,296
"Canadian County, OK",21-22,17,40,287
"Canyon County, ID",11-12,27,16,167
"Canyon County, ID",13-14,27,16,177
"Canyon County, ID",15-16,27,16,135
"Canyon County, ID",17-18,27,16,160
"Canyon County, ID",19-20,27,16,128
"Canyon County, ID",21-22,27,16,136
"Cape Girardeau County, MO",11-12,31,29,1507
"Cape Girardeau County, MO",13-14,31,29,1074
"Cape Girardeau County, MO",15-16,31,29,1002
"Cape Girardeau County, MO",17-18,31,29,1317
"Cape Girardeau County, MO",19-20,31,29,1260
"Cape Girardeau County, MO",21-22,31,29,1132
"Cape May County, NJ",11-12,9,34,590
"Cape May County, NJ",13-14,9,34,358
"Cape May County, NJ",15-16,9,34,238
"Cape May County, NJ",17-18,9,34,602
"Cape May County, NJ",19-20,9,34,524
"Cape May County, NJ",21-22,9,34,862
"Carbon County, PA",11-12,25,42,332
"Carbon County, PA",13-14,25,42,279
"Carbon County, PA",15-16,25,42,240
"Carbon County, PA",17-18,25,42,194
"Carbon County, PA",19-20,25,42,65
"Carbon County, PA",21-22,25,42,112
"Carlton County, MN",11-12,17,27,101
"Carlton County, MN",13-14,17,27,96
"Carlton County, MN",15-16,17,27,94
"Carlton County, MN",17-18,17,27,88
"Carlton County, MN",19-20,17,27,75
"Carlton County, MN",21-22,17,27,91
"Caroline County, MD",11-12,11,24,78
"Caroline County, MD",13-14,11,24,71
"Carroll County, IA",11-12,27,19,1000
"Carroll County, IA",13-14,27,19,1084
"Carroll County, IA",15-16,27,19,1040
"Carroll County, IA",17-18,27,19,1140
"Carroll County, IA",19-20,27,19,1929
"Carroll County, IA",21-22,27,19,1149
"Carroll County, MD",11-12,13,24,364
"Carroll County, MD",17-18,13,24,233
"Carroll County, MD",19-20,13,24,268
"Carroll County, MD",21-22,13,24,307
"Carson City, NV",11-12,510,32,178
"Carson City, NV",15-16,510,32,208
"Carson City, NV",17-18,510,32,188
"Carson City, NV",19-20,510,32,227
"Carson City, NV",21-22,510,32,226
"Carteret County, NC",11-12,31,37,110
"Carteret County, NC",13-14,31,37,131
"Carteret County, NC",15-16,31,37,131
"Carteret County, NC",17-18,31,37,111
"Carteret County, NC",19-20,31,37,106
"Carteret County, NC",21-22,31,37,130
"Carver County, MN",11-12,19,27,1744
"Carver County, MN",13-14,19,27,1525
"Carver County, MN",15-16,19,27,1203
"Carver County, MN",17-18,19,27,1163
"Carver County, MN",19-20,19,27,1098
"Carver County, MN",21-22,19,27,1418
"Cascade County, MT",11-12,13,30,528
"Cascade County, MT",13-14,13,30,511
"Cascade County, MT",15-16,13,30,528
"Cascade County, MT",17-18,13,30,546
"Cascade County, MT",19-20,13,30,277
"Cascade County, MT",21-22,13,30,233
"Cass County, IN",11-12,17,18,169
"Cass County, IN",13-14,17,18,163
"Cass County, ND",11-12,17,38,892
"Cass County, ND",13-14,17,38,866
"Cass County, ND",15-16,17,38,161
"Cass County, ND",17-18,17,38,644
"Cass County, ND",19-20,17,38,1769
"Cass County, ND",21-22,17,38,1508
"Cass County, NE",11-12,25,31,185
"Cass County, NE",13-14,25,31,160
"Cass County, NE",15-16,25,31,171
"Cass County, NE",19-20,25,31,168
"Cass County, NE",21-22,25,31,140
"Cattaraugus County, NY",11-12,9,36,217
"Cattaraugus County, NY",13-14,9,36,172
"Cattaraugus County, NY",15-16,9,36,343
"Cattaraugus County, NY",17-18,9,36,142
"Cattaraugus County, NY",19-20,9,36,101
"Cattaraugus County, NY",21-22,9,36,298
"Cavalier County, ND",11-12,19,38,80
"Cavalier County, ND",13-14,19,38,85
"Cavalier County, ND",15-16,19,38,62
"Cavalier County, ND",17-18,19,38,59
"Cavalier County, ND",19-20,19,38,78
"Cavalier County, ND",21-22,19,38,80
"Cayuga County, NY",11-12,11,36,338
"Cayuga County, NY",13-14,11,36,253
"Cayuga County, NY",15-16,11,36,290
"Cayuga County, NY",17-18,11,36,153
"Cayuga County, NY",19-20,11,36,158
"Cayuga County, NY",21-22,11,36,72
"Cecil County, MD",11-12,15,24,607
"Cecil County, MD",13-14,15,24,571
"Cecil County, MD",15-16,15,24,545
"Cecil County, MD",17-18,15,24,475
"Cecil County, MD",19-20,15,24,428
"Cecil County, MD",21-22,15,24,318
"Cedar County, NE",11-12,27,31,424
"Cedar County, NE",13-14,27,31,468
"Cedar County, NE",15-16,27,31,462
"Cedar County, NE",17-18,27,31,240
"Cedar County, NE",19-20,27,31,419
"Cedar County, NE",21-22,27,31,401
"Centre County, PA",11-12,27,42,307
"Centre County, PA",13-14,27,42,646
"Centre County, PA",15-16,27,42,597
"Centre County, PA",17-18,27,42,461
"Centre County, PA",19-20,27,42,128
"Centre County, PA",21-22,27,42,380
"Cerro Gordo County, IA",11-12,33,19,640
"Cerro Gordo County, IA",13-14,33,19,542
"Cerro Gordo County, IA",15-16,33,19,609
"Cerro Gordo County, IA",17-18,33,19,552
"Cerro Gordo County, IA",21-22,33,19,983
"Champaign County, IL",11-12,19,17,1318
"Champaign County, IL",13-14,19,17,1289
"Champaign County, IL",15-16,19,17,1156
"Champaign County, IL",17-18,19,17,1216
"Champaign County, IL",19-20,19,17,1202
"Champaign County, IL",21-22,19,17,1161
"Chariton County, MO",11-12,41,29,122
"Chariton County, MO",13-14,41,29,115
"Chariton County, MO",15-16,41,29,105
"Chariton County, MO",17-18,41,29,105
"Chariton County, MO",19-20,41,29,121
"Chariton County, MO",21-22,41,29,144
"Charles County, MD",11-12,17,24,834
"Charles County, MD",13-14,17,24,935
"Charles County, MD",15-16,17,24,528
"Charles County, MD",17-18,17,24,888
"Charles County, MD",19-20,17,24,850
"Charles County, MD",21-22,17,24,793
"Charleston County, SC",11-12,19,45,1301
"Charleston County, SC",13-14,19,45,1219
"Charleston County, SC",15-16,19,45,1152
"Charleston County, SC",17-18,19,45,1201
"Charleston County, SC",19-20,19,45,1126
"Charleston County, SC",21-22,19,45,1161
"Charlevoix County, MI",11-12,29,26,85
"Charlevoix County, MI",13-14,29,26,72
"Charlevoix County, MI",15-16,29,26,72
"Charlevoix County, MI",17-18,29,26,86
"Charlevoix County, MI",19-20,29,26,88
"Charlevoix County, MI",21-22,29,26,81
"Charlotte County, FL",11-12,15,12,177
"Charlotte County, FL",13-14,15,12,190
"Charlotte County, FL",15-16,15,12,222
"Charlotte County, FL",17-18,15,12,276
"Charlotte County, FL",19-20,15,12,265
"Charlotte County, FL",21-22,15,12,284
"Chatham County, GA",11-12,51,13,1774
"Chatham County, GA",13-14,51,13,1467
"Chatham County, GA",15-16,51,13,1083
"Chatham County, GA",17-18,51,13,868
"Chatham County, GA",19-20,51,13,1316
"Chatham County, GA",21-22,51,13,1773
"Chautauqua County, NY",11-12,13,36,263
"Chautauqua County, NY",13-14,13,36,149
"Chautauqua County, NY",15-16,13,36,147
"Chautauqua County, NY",17-18,13,36,119
"Chautauqua County, NY",21-22,13,36,182
"Chaves County, NM",11-12,5,35,80
"Chaves County, NM",13-14,5,35,106
"Chaves County, NM",15-16,5,35,89
"Chaves County, NM",17-18,5,35,104
"Chaves County, NM",21-22,5,35,83
"Cheboygan County, MI",11-12,31,26,145
"Cheboygan County, MI",13-14,31,26,152
"Cheboygan County, MI",17-18,31,26,153
"Cheboygan County, MI",19-20,31,26,177
"Cheboygan County, MI",21-22,31,26,143
"Chelan County, WA",11-12,7,53,155
"Chelan County, WA",13-14,7,53,190
"Chelan County, WA",15-16,7,53,219
"Chelan County, WA",17-18,7,53,184
"Chelan County, WA",19-20,7,53,136
"Chelan County, WA",21-22,7,53,141
"Chemung County, NY",11-12,15,36,622
"Chemung County, NY",13-14,15,36,744
"Chemung County, NY",15-16,15,36,531
"Chemung County, NY",17-18,15,36,185
"Chemung County, NY",19-20,15,36,490
"Chemung County, NY",21-22,15,36,587
"Chenango County, NY",11-12,17,36,138
"Chenango County, NY",13-14,17,36,189
"Chenango County, NY",15-16,17,36,117
"Chenango County, NY",17-18,17,36,97
"Chenango County, NY",19-20,17,36,91
"Chenango County, NY",21-22,17,36,120
"Cheshire County, NH",11-12,5,33,260
"Cheshire County, NH",13-14,5,33,228
"Cheshire County, NH",15-16,5,33,186
"Cheshire County, NH",17-18,5,33,215
"Cheshire County, NH",19-20,5,33,233
"Cheshire County, NH",21-22,5,33,304
"Chester County, PA",11-12,29,42,7770
"Chester County, PA",13-14,29,42,4950
"Chester County, PA",15-16,29,42,4211
"Chester County, PA",17-18,29,42,4644
"Chester County, PA",19-20,29,42,6603
"Chester County, PA",21-22,29,42,4449
"Chesterfield County, VA",11-12,41,51,445
"Chesterfield County, VA",13-14,41,51,455
"Chesterfield County, VA",15-16,41,51,484
"Chesterfield County, VA",17-18,41,51,493
"Chesterfield County, VA",19-20,41,51,502
"Chesterfield County, VA",21-22,41,51,562
"Chickasaw County, IA",11-12,37,19,184
"Chickasaw County, IA",13-14,37,19,170
"Chickasaw County, IA",15-16,37,19,157
"Chickasaw County, IA",17-18,37,19,181
"Chickasaw County, IA",19-20,37,19,139
"Chickasaw County, IA",21-22,37,19,120
"Chicot County, AR",11-12,17,5,60
"Chicot County, AR",13-14,17,5,48
"Chippewa County, MI",11-12,33,26,123
"Chippewa County, MI",13-14,33,26,134
"Chippewa County, MI",15-16,33,26,152
"Chippewa County, MI",17-18,33,26,155
"Chippewa County, MI",19-20,33,26,122
"Chippewa County, MI",21-22,33,26,89
"Chippewa County, WI",11-12,17,55,745
"Chippewa County, WI",13-14,17,55,751
"Chippewa County, WI",15-16,17,55,1061
"Chippewa County, WI",17-18,17,55,590
"Chippewa County, WI",19-20,17,55,707
"Chippewa County, WI",21-22,17,55,814
"Chittenden County, VT",11-12,7,50,1080
"Chittenden County, VT",13-14,7,50,1121
"Chittenden County, VT",15-16,7,50,814
"Chittenden County, VT",17-18,7,50,1022
"Chittenden County, VT",19-20,7,50,984
"Chittenden County, VT",21-22,7,50,645
"Christian County, IL",11-12,21,17,270
"Christian County, IL",13-14,21,17,308
"Christian County, IL",15-16,21,17,316
"Christian County, IL",17-18,21,17,348
"Christian County, IL",19-20,21,17,161
"Christian County, IL",21-22,21,17,152
"Christian County, KY",11-12,47,21,159
"Christian County, KY",13-14,47,21,166
"Christian County, KY",15-16,47,21,181
"Christian County, KY",17-18,47,21,145
"Christian County, KY",19-20,47,21,116
"Christian County, KY",21-22,47,21,125
"Cibola County, NM",11-12,6,35,138
"Cibola County, NM",13-14,6,35,114
"Cibola County, NM",15-16,6,35,108
"Cibola County, NM",17-18,6,35,141
"Cibola County, NM",19-20,6,35,124
"Cibola County, NM",21-22,6,35,124
"Citrus County, FL",11-12,17,12,186
"Citrus County, FL",19-20,17,12,185
"Citrus County, FL",21-22,17,12,206
"Clackamas County, OR",11-12,5,41,1534
"Clackamas County, OR",13-14,5,41,1427
"Clackamas County, OR",15-16,5,41,1586
"Clackamas County, OR",17-18,5,41,1558
"Clackamas County, OR",19-20,5,41,1543
"Clackamas County, OR",21-22,5,41,474
"Clallam County, WA",11-12,9,53,147
"Clallam County, WA",13-14,9,53,149
"Clallam County, WA",15-16,9,53,138
"Clallam County, WA",17-18,9,53,123
"Clallam County, WA",19-20,9,53,137
"Clallam County, WA",21-22,9,53,159
"Clare County, MI",11-12,35,26,54
"Clare County, MI",13-14,35,26,56
"Clarion County, PA",11-12,31,42,76
"Clarion County, PA",13-14,31,42,196
"Clarion County, PA",15-16,31,42,160
"Clarion County, PA",17-18,31,42,77
"Clark County, IN",11-12,19,18,1267
"Clark County, IN",13-14,19,18,1488
"Clark County, IN",15-16,19,18,1455
"Clark County, IN",17-18,19,18,1341
"Clark County, IN",19-20,19,18,866
"Clark County, IN",21-22,19,18,1108
"Clark County, KY",11-12,49,21,144
"Clark County, KY",13-14,49,21,147
"Clark County, KY",15-16,49,21,150
"Clark County, KY",17-18,49,21,146
"Clark County, KY",19-20,49,21,124
"Clark County, KY",21-22,49,21,146
"Clark County, NV",11-12,3,32,3986
"Clark County, NV",13-14,3,32,3403
"Clark County, NV",15-16,3,32,2960
"Clark County, NV",17-18,3,32,3067
"Clark County, NV",19-20,3,32,3500
"Clark County, NV",21-22,3,32,3976
"Clark County, OH",11-12,23,39,1121
"Clark County, OH",13-14,23,39,677
"Clark County, OH",15-16,23,39,455
"Clark County, OH",17-18,23,39,499
"Clark County, OH",19-20,23,39,551
"Clark County, OH",21-22,23,39,948
"Clark County, WA",11-12,11,53,975
"Clark County, WA",13-14,11,53,877
"Clark County, WA",15-16,11,53,1177
"Clark County, WA",17-18,11,53,379
"Clark County, WA",21-22,11,53,839
"Clark County, WI",11-12,19,55,266
"Clark County, WI",13-14,19,55,227
"Clark County, WI",15-16,19,55,196
"Clark County, WI",17-18,19,55,167
"Clark County, WI",19-20,19,55,199
"Clark County, WI",21-22,19,55,156
"Clarke County, GA",11-12,59,13,379
"Clarke County, GA",13-14,59,13,352
"Clarke County, GA",15-16,59,13,290
"Clarke County, GA",17-18,59,13,399
"Clarke County, GA",19-20,59,13,266
