County & State,School Year,County Code,State ANSI Code,21-22 Enrollment,19-20 Enrollment,21-22 Enrollment as Proportion of 19-20 Enrollment,19-20 to 21-22 Enrollment Change,19-20 to 21-22 Enrollment Change Rank,19-20 to 21-22 Enrollment Change Percentile,21-22 Enrollment as Proportion of 19-20 Enrollment Rank,21-22 Enrollment as Proportion of 19-20 Enrollment Percentile,17-18 Enrollment,21-22 Enrollment as Proportion of 17-18 Enrollment,17-18 to 21-22 Enrollment Change,17-18 to 21-22 Enrollment Change Rank,17-18 to 21-22 Enrollment Change Percentile,21-22 Enrollment as Proportion of 17-18 Enrollment Rank,21-22 Enrollment as Proportion of 17-18 Enrollment Percentile,11-12 Enrollment,21-22 Enrollment as Proportion of 11-12 Enrollment,11-12 to 21-22 Enrollment Change,11-12 to 21-22 Enrollment Change Rank,11-12 to 21-22 Enrollment Change Percentile,21-22 Enrollment as Proportion of 11-12 Enrollment Rank,21-22 Enrollment as Proportion of 11-12 Enrollment Percentile
"Chelan County, WA",21-22,7,53,141,136.0,1.036764705882353,5.0,505.0,52.317880794701985,474.0,55.25070955534531,184.0,0.7663043478260869,-43.0,691.0,35.87360594795539,846.0,21.468401486988846,155.0,0.9096774193548387,-14.0,415.0,62.5,472.0,57.33695652173913
"Chemung County, NY",21-22,15,36,587,490.0,1.1979591836734693,97.0,237.0,77.67265846736045,249.0,76.53736991485336,185.0,3.172972972972973,402.0,66.0,93.95910780669145,15.0,98.69888475836431,622.0,0.9437299035369775,-35.0,512.0,53.71376811594203,417.0,62.31884057971014
"Chenango County, NY",21-22,17,36,120,91.0,1.3186813186813187,29.0,349.0,67.07663197729423,167.0,84.29517502365185,97.0,1.2371134020618557,23.0,318.0,70.53903345724906,196.0,81.87732342007436,138.0,0.8695652173913043,-18.0,433.0,60.86956521739131,540.0,51.177536231884055
"Cheshire County, NH",21-22,5,33,304,233.0,1.3047210300429184,71.0,265.0,75.0236518448439,176.0,83.44370860927152,215.0,1.413953488372093,89.0,192.0,82.24907063197026,125.0,88.47583643122677,260.0,1.1692307692307693,44.0,171.0,84.60144927536231,195.0,82.42753623188406
"Chester County, PA",21-22,29,42,4449,6603.0,0.6737846433439346,-2154.0,1054.0,0.3784295175023652,970.0,8.325449385052035,4644.0,0.9580103359173127,-195.0,857.0,20.44609665427509,553.0,48.698884758364315,7770.0,0.5725868725868726,-3321.0,1068.0,3.3514492753623193,930.0,15.85144927536232
"Chesterfield County, VA",21-22,41,51,562,502.0,1.1195219123505975,60.0,278.0,73.79375591296122,341.0,67.83349101229896,493.0,1.1399594320486814,69.0,214.0,80.20446096654274,278.0,74.25650557620817,445.0,1.2629213483146067,117.0,98.0,91.21376811594203,148.0,86.68478260869566
"Chickasaw County, IA",21-22,37,19,120,139.0,0.8633093525179856,-19.0,711.0,32.82876064333018,827.0,21.85430463576159,181.0,0.6629834254143646,-61.0,737.0,31.59851301115242,933.0,13.382899628252787,184.0,0.6521739130434783,-64.0,609.0,44.927536231884055,835.0,24.456521739130434
"Chippewa County, MI",21-22,33,26,89,122.0,0.7295081967213115,-33.0,772.0,27.057710501419113,942.0,10.974456007568591,155.0,0.5741935483870968,-66.0,746.0,30.76208178438662,996.0,7.527881040892194,123.0,0.7235772357723578,-34.0,505.0,54.347826086956516,756.0,31.61231884057971
"Chippewa County, WI",21-22,17,55,814,707.0,1.1513437057991514,107.0,220.0,79.28098391674551,301.0,71.61778618732261,590.0,1.3796610169491526,224.0,114.0,89.49814126394052,132.0,87.82527881040892,745.0,1.0926174496644296,69.0,133.0,88.04347826086956,250.0,77.44565217391305
"Chittenden County, VT",21-22,7,50,645,984.0,0.6554878048780488,-339.0,965.0,8.798486281929991,986.0,6.811731315042574,1022.0,0.6311154598825832,-377.0,927.0,13.940520446096654,955.0,11.338289962825279,1080.0,0.5972222222222222,-435.0,889.0,19.565217391304348,904.0,18.206521739130434
"Christian County, IL",21-22,21,17,152,161.0,0.9440993788819876,-9.0,636.0,39.92431409649952,681.0,35.66698202459792,348.0,0.4367816091954023,-196.0,859.0,20.260223048327138,1041.0,3.3457249070631967,270.0,0.562962962962963,-118.0,717.0,35.14492753623188,937.0,15.217391304347828
"Christian County, KY",21-22,47,21,125,116.0,1.0775862068965518,9.0,460.0,56.5752128666036,398.0,62.44087038789026,145.0,0.8620689655172413,-20.0,619.0,42.56505576208178,719.0,33.27137546468401,159.0,0.7861635220125787,-34.0,505.0,54.347826086956516,661.0,40.21739130434783
"Cibola County, NM",21-22,6,35,124,124.0,1.0,0.0,560.0,47.11447492904446,560.0,47.11447492904446,141.0,0.8794326241134752,-17.0,594.0,44.888475836431226,696.0,35.4089219330855,138.0,0.8985507246376812,-14.0,415.0,62.5,491.0,55.61594202898551
"Citrus County, FL",21-22,17,12,206,185.0,1.1135135135135135,21.0,384.0,63.76537369914853,351.0,66.88741721854305,,,,,,,,186.0,1.10752688172043,20.0,247.0,77.71739130434783,237.0,78.62318840579711
"Clackamas County, OR",21-22,5,41,474,1543.0,0.30719377835385614,-1069.0,1034.0,2.270577105014191,1056.0,0.1892147587511826,1558.0,0.3042362002567394,-1084.0,1018.0,5.4832713754646845,1065.0,1.1152416356877324,1534.0,0.3089960886571056,-1060.0,992.0,10.23550724637681,1088.0,1.5398550724637683
"Clallam County, WA",21-22,9,53,159,137.0,1.1605839416058394,22.0,378.0,64.33301797540209,292.0,72.46925260170293,123.0,1.2926829268292683,36.0,275.0,74.53531598513011,171.0,84.20074349442379,147.0,1.0816326530612246,12.0,278.0,74.90942028985508,266.0,75.9963768115942
"Clark County, IN",21-22,19,18,1108,866.0,1.279445727482679,242.0,144.0,86.47114474929045,190.0,82.11920529801324,1341.0,0.8262490678598061,-233.0,878.0,18.494423791821564,772.0,28.345724907063197,1267.0,0.8745067087608525,-159.0,754.0,31.793478260869566,530.0,52.083333333333336
"Clark County, KY",21-22,49,21,146,124.0,1.1774193548387097,22.0,378.0,64.33301797540209,272.0,74.36140018921475,146.0,1.0,0.0,463.0,57.06319702602231,463.0,57.06319702602231,144.0,1.0138888888888888,2.0,332.0,70.01811594202898,321.0,71.01449275362319
"Clark County, NV",21-22,3,32,3976,3500.0,1.136,476.0,87.0,91.86376537369915,316.0,70.19867549668875,3067.0,1.296380828170851,909.0,22.0,98.04832713754647,168.0,84.47955390334573,3986.0,0.997491219267436,-10.0,390.0,64.76449275362319,352.0,68.20652173913044
"Clark County, OH",21-22,23,39,948,551.0,1.720508166969147,397.0,101.0,90.53926206244087,72.0,93.28287606433302,499.0,1.8997995991983967,449.0,61.0,94.42379182156134,49.0,95.53903345724906,1121.0,0.8456735057983943,-173.0,766.0,30.706521739130434,576.0,47.91666666666667
"Clark County, WA",21-22,11,53,839,,,,,,,,379.0,2.213720316622691,460.0,59.0,94.6096654275093,36.0,96.74721189591078,975.0,0.8605128205128205,-136.0,734.0,33.60507246376812,560.0,49.36594202898551
"Clark County, WI",21-22,19,55,156,199.0,0.7839195979899497,-43.0,807.0,23.746452223273415,908.0,14.191106906338694,167.0,0.9341317365269461,-11.0,550.0,48.97769516728624,599.0,44.42379182156134,266.0,0.5864661654135338,-110.0,703.0,36.41304347826087,915.0,17.21014492753623
"Clarke County, GA",21-22,59,13,88,266.0,0.3308270676691729,-178.0,920.0,13.055818353831599,1054.0,0.3784295175023652,399.0,0.22055137844611528,-311.0,908.0,15.706319702602231,1073.0,0.37174721189591076,379.0,0.23218997361477572,-291.0,828.0,25.09057971014493,1097.0,0.7246376811594203
"Clay County, FL",21-22,19,12,371,,,,,,,,404.0,0.9183168316831684,-33.0,665.0,38.28996282527881,628.0,41.72862453531599,428.0,0.866822429906542,-57.0,583.0,47.28260869565217,546.0,50.63405797101449
"Clay County, IA",21-22,41,19,143,,,,,,,,194.0,0.7371134020618557,-51.0,710.0,34.10780669144982,873.0,18.95910780669145,179.0,0.7988826815642458,-36.0,517.0,53.2608695652174,639.0,42.210144927536234
"Clay County, MN",21-22,27,27,232,224.0,1.0357142857142858,8.0,469.0,55.723746452223274,479.0,54.77767265846736,243.0,0.9547325102880658,-11.0,550.0,48.97769516728624,559.0,48.141263940520446,247.0,0.9392712550607287,-15.0,423.0,61.77536231884058,426.0,61.5036231884058
"Clay County, MO",21-22,47,29,799,1112.0,0.7185251798561151,-313.0,955.0,9.744560075685904,949.0,10.312204351939451,1124.0,0.7108540925266904,-325.0,913.0,15.241635687732341,894.0,17.007434944237918,1362.0,0.5866372980910426,-563.0,921.0,16.666666666666664,914.0,17.30072463768116
"Clay County, SD",21-22,27,46,132,155.0,0.8516129032258064,-23.0,723.0,31.693472090823082,841.0,20.52980132450331,132.0,1.0,0.0,463.0,57.06319702602231,463.0,57.06319702602231,146.0,0.9041095890410958,-14.0,415.0,62.5,483.0,56.34057971014492
"Clearfield County, PA",21-22,33,42,1084,423.0,2.562647754137116,661.0,61.0,94.32355723746451,22.0,98.01324503311258,163.0,6.6503067484662575,921.0,19.0,98.3271375464684,4.0,99.72118959107806,690.0,1.5710144927536231,394.0,27.0,97.64492753623189,66.0,94.11231884057972
"Clermont County, OH",21-22,25,39,1512,1915.0,0.789556135770235,-403.0,977.0,7.663197729422895,900.0,14.947965941343424,2062.0,0.7332686711930165,-550.0,963.0,10.594795539033457,878.0,18.494423791821564,2392.0,0.6321070234113713,-880.0,974.0,11.865942028985508,857.0,22.463768115942027
"Clinton County, IA",21-22,45,19,366,413.0,0.8861985472154964,-47.0,816.0,22.894985808893093,790.0,25.354777672658468,437.0,0.8375286041189931,-71.0,757.0,29.739776951672862,751.0,30.297397769516728,501.0,0.7305389221556886,-135.0,732.0,33.78623188405797,743.0,32.789855072463766
"Clinton County, IL",21-22,27,17,702,700.0,1.002857142857143,2.0,541.0,48.912015137180695,558.0,47.30368968779565,679.0,1.0338733431516938,23.0,318.0,70.53903345724906,401.0,62.825278810408925,798.0,0.8796992481203008,-96.0,682.0,38.315217391304344,517.0,53.2608695652174
"Clinton County, MI",21-22,37,26,610,587.0,1.039182282793867,23.0,373.0,64.80605487228004,470.0,55.62913907284768,560.0,1.0892857142857142,50.0,250.0,76.85873605947955,337.0,68.77323420074349,570.0,1.0701754385964912,40.0,186.0,83.2427536231884,276.0,75.09057971014492
"Clinton County, PA",21-22,35,42,171,,,,,,,,336.0,0.5089285714285714,-165.0,841.0,21.933085501858738,1017.0,5.5762081784386615,152.0,1.125,19.0,250.0,77.44565217391305,217.0,80.43478260869566
"Coahoma County, MS",21-22,27,28,121,118.0,1.0254237288135593,3.0,532.0,49.76348155156102,501.0,52.69631031220435,133.0,0.9097744360902256,-12.0,558.0,48.234200743494426,646.0,40.05576208178439,103.0,1.174757281553398,18.0,254.0,77.08333333333334,192.0,82.69927536231883
"Cobb County, GA",21-22,67,13,418,739.0,0.5656292286874154,-321.0,958.0,9.46073793755913,1017.0,3.878902554399243,452.0,0.9247787610619469,-34.0,668.0,38.01115241635687,614.0,43.02973977695167,909.0,0.4598459845984598,-491.0,907.0,17.934782608695652,1025.0,7.246376811594203
"Cochise County, AZ",21-22,3,4,295,355.0,0.8309859154929577,-60.0,844.0,20.245979186376537,856.0,19.110690633869442,228.0,1.293859649122807,67.0,217.0,79.92565055762083,169.0,84.38661710037175,307.0,0.9609120521172638,-12.0,407.0,63.22463768115942,393.0,64.4927536231884
"Codington County, SD",21-22,29,46,193,201.0,0.9601990049751243,-8.0,627.0,40.77578051087985,647.0,38.88363292336802,198.0,0.9747474747474747,-5.0,512.0,52.5092936802974,524.0,51.39405204460966,239.0,0.8075313807531381,-46.0,561.0,49.275362318840585,630.0,43.025362318840585
"Cole County, MO",21-22,51,29,2558,1877.0,1.3628129994672349,681.0,59.0,94.5127719962157,146.0,86.28192999053927,2529.0,1.011466982997232,29.0,294.0,72.76951672862454,443.0,58.921933085501855,2914.0,0.8778311599176389,-356.0,861.0,22.10144927536232,522.0,52.80797101449275
"Colfax County, NE",21-22,37,31,40,42.0,0.9523809523809523,-2.0,581.0,45.127719962157045,664.0,37.27530747398297,49.0,0.8163265306122449,-9.0,543.0,49.628252788104085,785.0,27.137546468401485,90.0,0.4444444444444444,-50.0,571.0,48.369565217391305,1033.0,6.521739130434782
"Collier County, FL",21-22,21,12,1235,1267.0,0.9747434885556433,-32.0,765.0,27.71996215704825,617.0,41.72185430463576,1232.0,1.0024350649350648,3.0,432.0,59.94423791821561,459.0,57.43494423791822,1267.0,0.9747434885556433,-32.0,496.0,55.16304347826087,380.0,65.67028985507247
"Collin County, TX",21-22,85,48,1099,1647.0,0.6672738312082575,-548.0,1002.0,5.298013245033113,977.0,7.663197729422895,2451.0,0.4483884128926969,-1352.0,1032.0,4.182156133828997,1039.0,3.5315985130111525,2604.0,0.4220430107526882,-1505.0,1021.0,7.608695652173914,1045.0,5.434782608695652
"Colorado County, TX",21-22,89,48,264,305.0,0.8655737704918033,-41.0,801.0,24.314096499526965,825.0,22.043519394512774,287.0,0.9198606271777003,-23.0,632.0,41.35687732342008,625.0,42.00743494423792,287.0,0.9198606271777003,-23.0,455.0,58.87681159420289,453.0,59.05797101449275
"Columbia County, FL",21-22,23,12,110,127.0,0.8661417322834646,-17.0,696.0,34.24787133396405,822.0,22.327341532639547,141.0,0.7801418439716312,-31.0,660.0,38.7546468401487,827.0,23.234200743494423,94.0,1.1702127659574468,16.0,265.0,76.08695652173914,194.0,82.51811594202898
"Columbia County, WI",21-22,21,55,271,270.0,1.0037037037037038,1.0,553.0,47.776726584673604,553.0,47.776726584673604,243.0,1.1152263374485596,28.0,297.0,72.4907063197026,305.0,71.74721189591078,245.0,1.1061224489795918,26.0,222.0,79.98188405797102,238.0,78.53260869565217
"Columbiana County, OH",21-22,29,39,128,,,,,,,,103.0,1.2427184466019416,25.0,306.0,71.6542750929368,192.0,82.24907063197026,140.0,0.9142857142857143,-12.0,407.0,63.22463768115942,463.0,58.152173913043484
"Comal County, TX",21-22,91,48,557,589.0,0.9456706281833617,-32.0,765.0,27.71996215704825,676.0,36.14001892147588,568.0,0.9806338028169014,-11.0,550.0,48.97769516728624,510.0,52.69516728624535,305.0,1.8262295081967213,252.0,52.0,95.38043478260869,38.0,96.64855072463769
"Contra Costa County, CA",21-22,13,6,7033,6270.0,1.1216905901116427,763.0,49.0,95.45884578997162,335.0,68.40113528855251,6207.0,1.1330755598517803,826.0,28.0,97.4907063197026,284.0,73.69888475836431,7491.0,0.9388599652916834,-458.0,897.0,18.84057971014493,427.0,61.41304347826087
"Conway County, AR",21-22,29,5,259,266.0,0.9736842105263158,-7.0,622.0,41.248817407757805,623.0,41.15421002838222,,,,,,,,224.0,1.15625,35.0,198.0,82.15579710144928,203.0,81.70289855072464
"Cook County, IL",21-22,31,17,46267,47654.0,0.9708943635371637,-1387.0,1047.0,1.0406811731315044,631.0,40.397350993377486,55580.0,0.832439726520331,-9313.0,1076.0,0.09293680297397769,763.0,29.182156133828997,76467.0,0.6050583912014333,-30200.0,1104.0,0.09057971014492754,892.0,19.293478260869566
"Cooke County, TX",21-22,97,48,327,361.0,0.9058171745152355,-34.0,775.0,26.773888363292336,755.0,28.666035950804165,158.0,2.069620253164557,169.0,136.0,87.45353159851301,39.0,96.46840148698885,378.0,0.8650793650793651,-51.0,574.0,48.09782608695652,550.0,50.27173913043478
"Cooper County, MO",21-22,53,29,286,261.0,1.0957854406130267,25.0,363.0,65.75212866603594,372.0,64.90066225165563,262.0,1.0916030534351144,24.0,311.0,71.18959107806691,334.0,69.05204460966543,275.0,1.04,11.0,284.0,74.36594202898551,293.0,73.55072463768117
"Coos County, NH",21-22,7,33,62,,,,,,,,,,,,,,,,,,,,,
"Cortland County, NY",21-22,23,36,141,121.0,1.165289256198347,20.0,388.0,63.386944181646165,282.0,73.41532639545885,138.0,1.0217391304347827,3.0,432.0,59.94423791821561,420.0,61.05947955390335,210.0,0.6714285714285714,-69.0,623.0,43.65942028985507,818.0,25.996376811594203
"Coshocton County, OH",21-22,31,39,205,203.0,1.0098522167487685,2.0,541.0,48.912015137180695,535.0,49.47965941343425,140.0,1.4642857142857142,65.0,219.0,79.73977695167285,113.0,89.59107806691449,70.0,2.9285714285714284,135.0,89.0,92.02898550724638,4.0,99.72826086956522
"Cowlitz County, WA",21-22,15,53,157,,,,,,,,149.0,1.0536912751677852,8.0,403.0,62.639405204460964,381.0,64.68401486988847,174.0,0.9022988505747126,-17.0,429.0,61.23188405797102,485.0,56.15942028985508
"Craighead County, AR",21-22,31,5,128,134.0,0.9552238805970149,-6.0,618.0,41.62724692526017,657.0,37.93755912961211,107.0,1.1962616822429906,21.0,325.0,69.88847583643123,236.0,78.15985130111525,124.0,1.032258064516129,4.0,316.0,71.46739130434783,299.0,73.0072463768116
"Craven County, NC",21-22,49,37,384,320.0,1.2,64.0,276.0,73.9829706717124,248.0,76.63197729422895,310.0,1.238709677419355,74.0,208.0,80.76208178438662,195.0,81.97026022304833,242.0,1.5867768595041323,142.0,85.0,92.3913043478261,63.0,94.38405797101449
"Crawford County, IA",21-22,47,19,127,127.0,1.0,0.0,560.0,47.11447492904446,560.0,47.11447492904446,,,,,,,,65.0,1.9538461538461538,62.0,142.0,87.22826086956522,26.0,97.73550724637681
"Crawford County, KS",21-22,37,20,492,817.0,0.602203182374541,-325.0,960.0,9.271523178807946,1005.0,5.014191106906338,216.0,2.2777777777777777,276.0,100.0,90.79925650557621,32.0,97.11895910780669,603.0,0.8159203980099502,-111.0,705.0,36.231884057971016,618.0,44.11231884057971
"Crawford County, MO",21-22,55,29,18,,,,,,,,,,,,,,,51.0,0.35294117647058826,-33.0,501.0,54.710144927536234,1076.0,2.6268115942028984
"Crawford County, OH",21-22,33,39,120,152.0,0.7894736842105263,-32.0,765.0,27.71996215704825,901.0,14.853358561967834,97.0,1.2371134020618557,23.0,318.0,70.53903345724906,196.0,81.87732342007436,326.0,0.36809815950920244,-206.0,786.0,28.894927536231883,1070.0,3.170289855072464
"Crawford County, PA",21-22,39,42,150,139.0,1.079136690647482,11.0,443.0,58.18353831598865,394.0,62.819299905392626,,,,,,,,186.0,0.8064516129032258,-36.0,517.0,53.2608695652174,633.0,42.7536231884058
"Crawford County, WI",21-22,23,55,122,89.0,1.3707865168539326,33.0,335.0,68.40113528855251,145.0,86.37653736991486,115.0,1.0608695652173914,7.0,412.0,61.80297397769516,369.0,65.79925650557621,167.0,0.7305389221556886,-45.0,553.0,50.0,743.0,32.789855072463766
"Crittenden County, AR",21-22,35,5,100,120.0,0.8333333333333334,-20.0,714.0,32.544938505203405,853.0,19.394512771996215,138.0,0.7246376811594203,-38.0,680.0,36.89591078066915,882.0,18.12267657992565,85.0,1.1764705882352942,15.0,269.0,75.72463768115942,191.0,82.78985507246377
"Crow Wing County, MN",21-22,35,27,235,220.0,1.0681818181818181,15.0,418.0,60.54872280037843,417.0,60.64333017975402,240.0,0.9791666666666666,-5.0,512.0,52.5092936802974,519.0,51.85873605947955,233.0,1.0085836909871244,2.0,332.0,70.01811594202898,333.0,69.92753623188406
"Cullman County, AL",21-22,43,1,264,331.0,0.797583081570997,-67.0,852.0,19.489120151371807,893.0,15.610217596972564,367.0,0.7193460490463215,-103.0,800.0,25.743494423791823,887.0,17.657992565055764,307.0,0.8599348534201955,-43.0,544.0,50.815217391304344,563.0,49.094202898550726
"Culpeper County, VA",21-22,47,51,178,173.0,1.0289017341040463,5.0,505.0,52.317880794701985,493.0,53.453169347209084,163.0,1.0920245398773005,15.0,355.0,67.1003717472119,333.0,69.14498141263941,119.0,1.495798319327731,59.0,147.0,86.77536231884058,81.0,92.7536231884058
"Cumberland County, ME",21-22,5,23,978,820.0,1.1926829268292682,158.0,186.0,82.49763481551561,253.0,76.15894039735099,927.0,1.0550161812297734,51.0,248.0,77.04460966542752,378.0,64.96282527881041,1410.0,0.6936170212765957,-432.0,887.0,19.746376811594203,789.0,28.6231884057971
"Cumberland County, NC",21-22,51,37,331,322.0,1.0279503105590062,9.0,460.0,56.5752128666036,498.0,52.980132450331126,331.0,1.0,0.0,463.0,57.06319702602231,463.0,57.06319702602231,410.0,0.8073170731707318,-79.0,651.0,41.1231884057971,631.0,42.934782608695656
"Cumberland County, NJ",21-22,11,34,178,142.0,1.2535211267605635,36.0,321.0,69.72563859981078,202.0,80.98391674550615,139.0,1.2805755395683454,39.0,266.0,75.37174721189591,178.0,83.55018587360595,623.0,0.2857142857142857,-445.0,892.0,19.293478260869566,1094.0,0.9963768115942028
"Cumberland County, PA",21-22,41,42,779,1321.0,0.5897047691143074,-542.0,999.0,5.581835383159887,1009.0,4.635761589403973,1814.0,0.4294377067254686,-1035.0,1007.0,6.5055762081784385,1044.0,3.066914498141264,1956.0,0.39826175869120656,-1177.0,998.0,9.692028985507246,1057.0,4.3478260869565215
"Cuming County, NE",21-22,39,31,385,251.0,1.5338645418326693,134.0,201.0,81.07852412488174,105.0,90.1608325449385,774.0,0.4974160206718346,-389.0,932.0,13.475836431226766,1024.0,4.925650557620818,335.0,1.1492537313432836,50.0,166.0,85.05434782608695,209.0,81.15942028985508
"Custer County, MT",21-22,17,30,158,169.0,0.9349112426035503,-11.0,655.0,38.12677388836329,700.0,33.86944181646168,160.0,0.9875,-2.0,489.0,54.646840148698885,493.0,54.27509293680297,81.0,1.9506172839506173,77.0,120.0,89.22101449275362,27.0,97.64492753623189
"Cuyahoga County, OH",21-22,35,39,19923,18169.0,1.096538059331829,1754.0,13.0,98.86471144749291,371.0,64.99526963103122,21330.0,0.9340365682137834,-1407.0,1034.0,3.9962825278810405,600.0,44.330855018587364,25382.0,0.7849263257426523,-5459.0,1093.0,1.0869565217391304,664.0,39.94565217391305
"Dakota County, MN",21-22,37,27,2568,1131.0,2.2705570291777186,1437.0,16.0,98.58088930936613,25.0,97.7294228949858,2403.0,1.0686641697877652,165.0,139.0,87.17472118959108,361.0,66.54275092936803,3775.0,0.6802649006622516,-1207.0,1003.0,9.239130434782608,809.0,26.811594202898554
"Dakota County, NE",21-22,43,31,180,166.0,1.0843373493975903,14.0,429.0,59.508041627246925,387.0,63.48155156102177,164.0,1.0975609756097562,16.0,351.0,67.4721189591078,322.0,70.16728624535315,169.0,1.0650887573964498,11.0,284.0,74.36594202898551,277.0,75.0
"Dallas County, IA",21-22,49,19,847,770.0,1.1,77.0,258.0,75.68590350047305,367.0,65.37369914853357,143.0,5.923076923076923,704.0,36.0,96.74721189591078,5.0,99.62825278810409,890.0,0.9516853932584269,-43.0,544.0,50.815217391304344,405.0,63.40579710144928
"Dallas County, TX",21-22,113,48,10192,8892.0,1.1461988304093567,1300.0,22.0,98.01324503311258,305.0,71.23935666982024,11258.0,0.9053117782909931,-1066.0,1011.0,6.133828996282528,652.0,39.498141263940525,10819.0,0.942046399852112,-627.0,936.0,15.307971014492756,419.0,62.13768115942029
"Dane County, WI",21-22,25,55,3207,2681.0,1.1961954494591571,526.0,77.0,92.80983916745507,251.0,76.34815515610217,2500.0,1.2828,707.0,35.0,96.84014869888475,175.0,83.82899628252788,3827.0,0.8379932061667102,-620.0,932.0,15.670289855072465,593.0,46.3768115942029
"Danville City, VA",21-22,590,51,150,174.0,0.8620689655172413,-24.0,728.0,31.22043519394513,828.0,21.759697256385998,167.0,0.8982035928143712,-17.0,594.0,44.888475836431226,669.0,37.9182156133829,182.0,0.8241758241758241,-32.0,496.0,55.16304347826087,605.0,45.289855072463766
"Darke County, OH",21-22,37,39,102,97.0,1.0515463917525774,5.0,505.0,52.317880794701985,452.0,57.33207190160833,115.0,0.8869565217391304,-13.0,567.0,47.39776951672863,682.0,36.71003717472119,116.0,0.8793103448275862,-14.0,415.0,62.5,518.0,53.17028985507246
"Dauphin County, PA",21-22,43,42,2395,2671.0,0.8966679146387121,-276.0,949.0,10.312204351939451,770.0,27.246925260170297,1375.0,1.7418181818181817,1020.0,14.0,98.7918215613383,71.0,93.49442379182156,2405.0,0.9958419958419958,-10.0,390.0,64.76449275362319,355.0,67.93478260869566
"Davidson County, TN",21-22,37,47,3104,3138.0,0.9891650732950924,-34.0,775.0,26.773888363292336,588.0,44.46546830652791,3095.0,1.002907915993538,9.0,391.0,63.7546468401487,458.0,57.52788104089219,3236.0,0.9592088998763906,-132.0,727.0,34.23913043478261,395.0,64.31159420289855
"Daviess County, IN",21-22,27,18,488,432.0,1.1296296296296295,56.0,285.0,73.13150425733207,324.0,69.44181646168401,488.0,1.0,0.0,463.0,57.06319702602231,463.0,57.06319702602231,128.0,3.8125,360.0,30.0,97.37318840579711,3.0,99.81884057971014
"Daviess County, KY",21-22,59,21,1743,1420.0,1.2274647887323944,323.0,120.0,88.74172185430463,224.0,78.90255439924314,1438.0,1.2121001390820585,305.0,88.0,91.91449814126395,213.0,80.29739776951673,1895.0,0.9197889182058048,-152.0,750.0,32.155797101449274,454.0,58.96739130434783
"Davis County, UT",21-22,11,49,181,116.0,1.5603448275862069,65.0,272.0,74.36140018921475,100.0,90.63386944181646,156.0,1.1602564102564104,25.0,306.0,71.6542750929368,262.0,75.74349442379183,138.0,1.3115942028985508,43.0,174.0,84.32971014492753,133.0,88.04347826086956
"Davison County, SD",21-22,35,46,122,159.0,0.7672955974842768,-37.0,788.0,25.543992431409652,919.0,13.150425733207191,180.0,0.6777777777777778,-58.0,727.0,32.52788104089219,920.0,14.591078066914498,226.0,0.5398230088495575,-104.0,694.0,37.22826086956522,950.0,14.03985507246377
"Deaf Smith County, TX",21-22,117,48,75,101.0,0.7425742574257426,-26.0,738.0,30.274361400189214,936.0,11.542100283822137,110.0,0.6818181818181818,-35.0,672.0,37.63940520446097,914.0,15.148698884758364,100.0,0.75,-25.0,464.0,58.06159420289855,714.0,35.41666666666667
"Dearborn County, IN",21-22,29,18,269,228.0,1.1798245614035088,41.0,309.0,70.86092715231787,268.0,74.73982970671712,276.0,0.9746376811594203,-7.0,525.0,51.301115241635685,525.0,51.301115241635685,407.0,0.6609336609336609,-138.0,736.0,33.42391304347826,828.0,25.09057971014493
"Decatur County, IN",21-22,31,18,336,340.0,0.9882352941176471,-4.0,597.0,43.614001892147584,593.0,43.99243140964995,327.0,1.0275229357798166,9.0,391.0,63.7546468401487,409.0,62.0817843866171,191.0,1.7591623036649215,145.0,81.0,92.7536231884058,41.0,96.37681159420289
"Defiance County, OH",21-22,39,39,101,112.0,0.9017857142857143,-11.0,655.0,38.12677388836329,761.0,28.098391674550616,,,,,,,,139.0,0.7266187050359713,-38.0,526.0,52.44565217391305,750.0,32.155797101449274
"Dekalb County, GA",21-22,89,13,3932,3848.0,1.021829521829522,84.0,251.0,76.34815515610217,509.0,51.93945127719962,3231.0,1.216960693283813,701.0,37.0,96.6542750929368,209.0,80.66914498141264,3858.0,1.0191809227579056,74.0,124.0,88.8586956521739,313.0,71.73913043478261
"Dekalb County, IL",21-22,37,17,149,173.0,0.861271676300578,-24.0,728.0,31.22043519394513,830.0,21.570482497634817,386.0,0.3860103626943005,-237.0,880.0,18.308550185873607,1055.0,2.0446096654275094,468.0,0.31837606837606836,-319.0,841.0,23.91304347826087,1087.0,1.6304347826086956
"Dekalb County, IN",21-22,33,18,97,108.0,0.8981481481481481,-11.0,655.0,38.12677388836329,767.0,27.530747398297066,93.0,1.043010752688172,4.0,422.0,60.87360594795539,393.0,63.56877323420075,110.0,0.8818181818181818,-13.0,409.0,63.04347826086957,508.0,54.07608695652174
"Delaware County, IA",21-22,55,19,236,217.0,1.087557603686636,19.0,391.0,63.1031220435194,385.0,63.670766319772945,235.0,1.004255319148936,1.0,454.0,57.899628252788105,456.0,57.71375464684015,,,,,,,
"Delaware County, IN",21-22,35,18,380,48.0,7.916666666666667,332.0,119.0,88.83632923368022,1.0,100.0,56.0,6.785714285714286,324.0,82.0,92.4721189591078,3.0,99.81412639405205,265.0,1.4339622641509433,115.0,99.0,91.12318840579711,95.0,91.48550724637681
