County & State,School Year,County Code,State ANSI Code,21-22 Enrollment,19-20 Enrollment,21-22 Enrollment as Proportion of 19-20 Enrollment,19-20 to 21-22 Enrollment Change,19-20 to 21-22 Enrollment Change Rank,19-20 to 21-22 Enrollment Change Percentile,21-22 Enrollment as Proportion of 19-20 Enrollment Rank,21-22 Enrollment as Proportion of 19-20 Enrollment Percentile,17-18 Enrollment,21-22 Enrollment as Proportion of 17-18 Enrollment,17-18 to 21-22 Enrollment Change,17-18 to 21-22 Enrollment Change Rank,17-18 to 21-22 Enrollment Change Percentile,21-22 Enrollment as Proportion of 17-18 Enrollment Rank,21-22 Enrollment as Proportion of 17-18 Enrollment Percentile,11-12 Enrollment,21-22 Enrollment as Proportion of 11-12 Enrollment,11-12 to 21-22 Enrollment Change,11-12 to 21-22 Enrollment Change Rank,11-12 to 21-22 Enrollment Change Percentile,21-22 Enrollment as Proportion of 11-12 Enrollment Rank,21-22 Enrollment as Proportion of 11-12 Enrollment Percentile
"Saratoga County, NY",21-22,91,36,918,828.0,1.108695652173913,90.0,244.0,77.01040681173131,357.0,66.3197729422895,773.0,1.1875808538163002,145.0,152.0,85.96654275092936,240.0,77.78810408921933,1110.0,0.827027027027027,-192.0,778.0,29.6195652173913,603.0,45.471014492753625
"Sarpy County, NE",21-22,153,31,892,772.0,1.1554404145077721,120.0,211.0,80.13245033112582,298.0,71.90160832544939,1115.0,0.8,-223.0,872.0,19.052044609665426,802.0,25.55762081784387,1061.0,0.8407163053722903,-169.0,761.0,31.15942028985507,588.0,46.82971014492754
"Sauk County, WI",21-22,111,55,514,382.0,1.3455497382198953,132.0,204.0,80.79470198675497,159.0,85.05203405865657,381.0,1.3490813648293962,133.0,161.0,85.13011152416357,148.0,86.33828996282527,546.0,0.9413919413919414,-32.0,496.0,55.16304347826087,420.0,62.04710144927537
"Saunders County, NE",21-22,155,31,527,560.0,0.9410714285714286,-33.0,772.0,27.057710501419113,685.0,35.28855250709555,572.0,0.9213286713286714,-45.0,699.0,35.130111524163574,620.0,42.47211895910781,701.0,0.7517831669044223,-174.0,770.0,30.344202898550726,708.0,35.960144927536234
"Sawyer County, WI",21-22,113,55,21,13.0,1.6153846153846154,8.0,469.0,55.723746452223274,87.0,91.86376537369915,22.0,0.9545454545454546,-1.0,477.0,55.762081784386616,560.0,48.04832713754647,30.0,0.7,-9.0,385.0,65.21739130434783,785.0,28.985507246376812
"Schenectady County, NY",21-22,93,36,395,419.0,0.9427207637231504,-24.0,728.0,31.22043519394513,682.0,35.572374645222325,226.0,1.747787610619469,169.0,136.0,87.45353159851301,69.0,93.68029739776952,862.0,0.4582366589327146,-467.0,902.0,18.387681159420293,1028.0,6.974637681159421
"Schoolcraft County, MI",21-22,153,26,160,133.0,1.2030075187969924,27.0,354.0,66.60359508041628,245.0,76.91579943235573,133.0,1.2030075187969924,27.0,301.0,72.11895910780669,228.0,78.90334572490706,223.0,0.7174887892376681,-63.0,603.0,45.471014492753625,764.0,30.88768115942029
"Schuylkill County, PA",21-22,107,42,954,1156.0,0.8252595155709342,-202.0,932.0,11.920529801324504,864.0,18.353831598864712,1070.0,0.891588785046729,-116.0,809.0,24.907063197026023,680.0,36.89591078066915,943.0,1.0116648992576882,11.0,284.0,74.36594202898551,324.0,70.7427536231884
"Scioto County, OH",21-22,145,39,435,148.0,2.939189189189189,287.0,127.0,88.0794701986755,11.0,99.05392620624409,151.0,2.880794701986755,284.0,97.0,91.07806691449815,16.0,98.60594795539033,414.0,1.0507246376811594,21.0,244.0,77.98913043478261,285.0,74.27536231884058
"Scott County, IA",21-22,163,19,1496,1642.0,0.9110840438489647,-146.0,906.0,14.380321665089877,743.0,29.80132450331126,1776.0,0.8423423423423423,-280.0,902.0,16.263940520446095,743.0,31.04089219330855,2129.0,0.7026773132926256,-633.0,943.0,14.673913043478262,782.0,29.257246376811597
"Scott County, KY",21-22,209,21,140,133.0,1.0526315789473684,7.0,478.0,54.87228003784295,448.0,57.71050141911069,159.0,0.8805031446540881,-19.0,610.0,43.40148698884758,691.0,35.87360594795539,181.0,0.7734806629834254,-41.0,535.0,51.63043478260869,674.0,39.039855072463766
"Scott County, MN",21-22,139,27,1411,851.0,1.6580493537015275,560.0,72.0,93.28287606433302,82.0,92.3368022705771,1435.0,0.9832752613240419,-24.0,638.0,40.79925650557621,500.0,53.624535315985135,2489.0,0.5668943350743271,-1078.0,994.0,10.054347826086957,933.0,15.579710144927535
"Scott County, MO",21-22,201,29,475,497.0,0.9557344064386318,-22.0,719.0,32.07190160832545,656.0,38.0321665089877,369.0,1.2872628726287263,106.0,174.0,83.92193308550185,174.0,83.92193308550185,633.0,0.7503949447077409,-158.0,753.0,31.88405797101449,713.0,35.507246376811594
"Scotts Bluff County, NE",21-22,157,31,115,120.0,0.9583333333333334,-5.0,606.0,42.762535477767265,648.0,38.78902554399243,118.0,0.9745762711864406,-3.0,496.0,53.99628252788104,526.0,51.20817843866171,112.0,1.0267857142857142,3.0,326.0,70.56159420289855,307.0,72.28260869565217
"Sebastian County, AR",21-22,131,5,788,506.0,1.5573122529644268,282.0,131.0,87.70104068117314,102.0,90.44465468306528,625.0,1.2608,163.0,141.0,86.98884758364312,182.0,83.17843866171005,1030.0,0.7650485436893204,-242.0,805.0,27.173913043478258,684.0,38.13405797101449
"Sedgwick County, KS",21-22,173,20,4901,7395.0,0.6627450980392157,-2494.0,1056.0,0.1892147587511826,979.0,7.473982970671712,7002.0,0.6999428734647244,-2101.0,1054.0,2.137546468401487,905.0,15.985130111524162,7916.0,0.6191258211217787,-3015.0,1064.0,3.713768115942029,872.0,21.105072463768117
"Seminole County, FL",21-22,117,12,1327,1299.0,1.0215550423402617,28.0,352.0,66.79280983916746,510.0,51.844843897824035,1341.0,0.9895600298284862,-14.0,574.0,46.74721189591078,490.0,54.553903345724905,1377.0,0.9636891793754538,-50.0,571.0,48.369565217391305,388.0,64.94565217391305
"Seneca County, OH",21-22,147,39,648,300.0,2.16,348.0,113.0,89.40397350993378,30.0,97.25638599810786,547.0,1.1846435100548447,101.0,180.0,83.364312267658,242.0,77.60223048327137,591.0,1.0964467005076142,57.0,151.0,86.41304347826086,246.0,77.80797101449275
"Seward County, NE",21-22,159,31,52,63.0,0.8253968253968254,-11.0,655.0,38.12677388836329,862.0,18.543046357615893,83.0,0.6265060240963856,-31.0,660.0,38.7546468401487,959.0,10.966542750929369,95.0,0.5473684210526316,-43.0,544.0,50.815217391304344,946.0,14.402173913043478
"Shasta County, CA",21-22,89,6,150,154.0,0.974025974025974,-4.0,597.0,43.614001892147584,621.0,41.3434247871334,167.0,0.8982035928143712,-17.0,594.0,44.888475836431226,669.0,37.9182156133829,161.0,0.9316770186335404,-11.0,400.0,63.858695652173914,433.0,60.86956521739131
"Shawano County, WI",21-22,115,55,142,114.0,1.2456140350877194,28.0,352.0,66.79280983916746,209.0,80.32166508987702,97.0,1.4639175257731958,45.0,256.0,76.30111524163569,114.0,89.49814126394052,104.0,1.3653846153846154,38.0,193.0,82.6086956521739,117.0,89.4927536231884
"Shawnee County, KS",21-22,177,20,1248,1160.0,1.0758620689655172,88.0,245.0,76.91579943235573,401.0,62.15704824976348,1650.0,0.7563636363636363,-402.0,936.0,13.104089219330856,860.0,20.16728624535316,1985.0,0.6287153652392947,-737.0,958.0,13.31521739130435,863.0,21.920289855072465
"Sheboygan County, WI",21-22,117,55,471,615.0,0.7658536585365854,-144.0,902.0,14.758751182592242,921.0,12.961210974456009,524.0,0.898854961832061,-53.0,714.0,33.7360594795539,667.0,38.10408921933085,820.0,0.574390243902439,-349.0,857.0,22.463768115942027,929.0,15.942028985507244
"Shelby County, AL",21-22,117,1,212,217.0,0.9769585253456221,-5.0,606.0,42.762535477767265,611.0,42.289498580889315,,,,,,,,412.0,0.5145631067961165,-200.0,782.0,29.257246376811597,978.0,11.503623188405797
"Shelby County, IA",21-22,165,19,93,104.0,0.8942307692307693,-11.0,655.0,38.12677388836329,773.0,26.96310312204352,102.0,0.9117647058823529,-9.0,543.0,49.628252788104085,641.0,40.520446096654275,158.0,0.5886075949367089,-65.0,611.0,44.7463768115942,911.0,17.57246376811594
"Shelby County, IN",21-22,145,18,127,121.0,1.0495867768595042,6.0,494.0,53.358561967833495,456.0,56.95364238410596,127.0,1.0,0.0,463.0,57.06319702602231,463.0,57.06319702602231,144.0,0.8819444444444444,-17.0,429.0,61.23188405797102,507.0,54.166666666666664
"Shelby County, OH",21-22,149,39,377,353.0,1.0679886685552409,24.0,365.0,65.56291390728477,419.0,60.45411542100284,216.0,1.7453703703703705,161.0,142.0,86.89591078066915,70.0,93.58736059479554,448.0,0.8415178571428571,-71.0,628.0,43.20652173913043,586.0,47.01086956521739
"Shelby County, TN",21-22,157,47,2204,2663.0,0.827638002253098,-459.0,989.0,6.5279091769157995,860.0,18.732261116367077,4634.0,0.47561501942166595,-2430.0,1060.0,1.5799256505576207,1030.0,4.368029739776952,4380.0,0.5031963470319635,-2176.0,1043.0,5.615942028985507,990.0,10.416666666666668
"Sherburne County, MN",21-22,141,27,174,153.0,1.1372549019607843,21.0,384.0,63.76537369914853,314.0,70.38789025543993,159.0,1.0943396226415094,15.0,355.0,67.1003717472119,325.0,69.88847583643123,205.0,0.848780487804878,-31.0,491.0,55.61594202898551,571.0,48.369565217391305
"Sheridan County, WY",21-22,33,56,66,122.0,0.5409836065573771,-56.0,833.0,21.28666035950804,1024.0,3.216650898770104,124.0,0.532258064516129,-58.0,727.0,32.52788104089219,1013.0,5.947955390334572,129.0,0.5116279069767442,-63.0,603.0,45.471014492753625,980.0,11.322463768115941
"Shiawassee County, MI",21-22,155,26,58,51.0,1.1372549019607843,7.0,478.0,54.87228003784295,314.0,70.38789025543993,108.0,0.5370370370370371,-50.0,707.0,34.386617100371744,1011.0,6.133828996282528,132.0,0.4393939393939394,-74.0,632.0,42.844202898550726,1038.0,6.068840579710145
"Silver Bow County, MT",21-22,93,30,375,125.0,3.0,250.0,143.0,86.56575212866603,7.0,99.43235572374645,134.0,2.798507462686567,241.0,109.0,89.96282527881041,22.0,98.04832713754647,383.0,0.97911227154047,-8.0,381.0,65.57971014492753,375.0,66.12318840579711
"Sioux County, IA",21-22,167,19,91,100.0,0.91,-9.0,636.0,39.92431409649952,747.0,29.422894985808895,169.0,0.5384615384615384,-78.0,766.0,28.903345724907066,1010.0,6.226765799256506,175.0,0.52,-84.0,658.0,40.48913043478261,975.0,11.77536231884058
"Sioux County, ND",21-22,85,38,34,36.0,0.9444444444444444,-2.0,581.0,45.127719962157045,677.0,36.04541154210029,36.0,0.9444444444444444,-2.0,489.0,54.646840148698885,576.0,46.56133828996282,73.0,0.4657534246575342,-39.0,532.0,51.902173913043484,1021.0,7.608695652173914
"Skagit County, WA",21-22,57,53,200,191.0,1.0471204188481675,9.0,460.0,56.5752128666036,463.0,56.29139072847682,219.0,0.91324200913242,-19.0,610.0,43.40148698884758,636.0,40.985130111524164,,,,,,,
"Smith County, TX",21-22,423,48,219,,,,,,,,210.0,1.042857142857143,9.0,391.0,63.7546468401487,394.0,63.47583643122676,713.0,0.3071528751753156,-494.0,908.0,17.844202898550723,1091.0,1.2681159420289856
"Snohomish County, WA",21-22,61,53,1548,1447.0,1.0697995853489979,101.0,233.0,78.05108798486282,411.0,61.21097445600757,1528.0,1.013089005235602,20.0,330.0,69.42379182156134,438.0,59.38661710037175,1757.0,0.8810472396129767,-209.0,790.0,28.532608695652172,513.0,53.62318840579711
"Solano County, CA",21-22,95,6,1932,1968.0,0.9817073170731707,-36.0,784.0,25.922421948912017,602.0,43.140964995269634,2019.0,0.9569093610698366,-87.0,784.0,27.230483271375466,555.0,48.51301115241636,2578.0,0.7494181536074477,-646.0,946.0,14.402173913043478,717.0,35.14492753623188
"Somerset County, NJ",21-22,35,34,1721,1872.0,0.9193376068376068,-151.0,910.0,14.00189214758751,725.0,31.5042573320719,1973.0,0.8722757222503801,-252.0,890.0,17.37918215613383,706.0,34.479553903345725,2808.0,0.6128917378917379,-1087.0,995.0,9.96376811594203,882.0,20.19927536231884
"Sonoma County, CA",21-22,97,6,2044,1911.0,1.0695970695970696,133.0,203.0,80.88930936613056,412.0,61.116367076631974,2229.0,0.9170031404217138,-185.0,849.0,21.189591078066915,630.0,41.542750929368026,2564.0,0.797191887675507,-520.0,916.0,17.119565217391305,647.0,41.48550724637681
"Spartanburg County, SC",21-22,83,45,40,67.0,0.5970149253731343,-27.0,741.0,29.990539262062445,1006.0,4.919583727530748,93.0,0.43010752688172044,-53.0,714.0,33.7360594795539,1043.0,3.1598513011152414,130.0,0.3076923076923077,-90.0,672.0,39.221014492753625,1089.0,1.4492753623188406
"Spencer County, IN",21-22,147,18,144,111.0,1.2972972972972974,33.0,335.0,68.40113528855251,179.0,83.15988647114474,131.0,1.099236641221374,13.0,367.0,65.98513011152416,321.0,70.26022304832715,171.0,0.8421052631578947,-27.0,474.0,57.15579710144928,585.0,47.10144927536232
"Spokane County, WA",21-22,63,53,3692,2597.0,1.4216403542549094,1095.0,31.0,97.16177861873227,130.0,87.79564806054873,3634.0,1.0159603742432581,58.0,233.0,78.43866171003717,430.0,60.13011152416357,3653.0,1.01067615658363,39.0,190.0,82.88043478260869,326.0,70.56159420289855
"Spotsylvania County, VA",21-22,177,51,249,248.0,1.0040322580645162,1.0,553.0,47.776726584673604,551.0,47.96594134342479,300.0,0.83,-51.0,710.0,34.10780669144982,767.0,28.810408921933085,282.0,0.8829787234042553,-33.0,501.0,54.710144927536234,505.0,54.347826086956516
"St. Bernard Parish, LA",21-22,87,22,375,407.0,0.9213759213759214,-32.0,765.0,27.71996215704825,719.0,32.07190160832545,403.0,0.9305210918114144,-28.0,652.0,39.498141263940525,604.0,43.95910780669145,380.0,0.9868421052631579,-5.0,370.0,66.57608695652173,366.0,66.93840579710145
"St. Charles County, MO",21-22,183,29,6352,5712.0,1.112044817927171,640.0,62.0,94.22894985808892,353.0,66.69820245979187,5457.0,1.164009529045263,895.0,24.0,97.86245353159852,257.0,76.2081784386617,6287.0,1.010338794337522,65.0,139.0,87.5,328.0,70.38043478260869
"St. Charles Parish, LA",21-22,89,22,420,443.0,0.9480812641083521,-23.0,723.0,31.693472090823082,674.0,36.329233680227055,434.0,0.967741935483871,-14.0,574.0,46.74721189591078,537.0,50.18587360594795,516.0,0.813953488372093,-96.0,682.0,38.315217391304344,621.0,43.84057971014493
"St. Clair County, IL",21-22,163,17,2243,2439.0,0.9196391963919639,-196.0,930.0,12.109744560075686,724.0,31.598864711447494,1850.0,1.2124324324324325,393.0,68.0,93.77323420074349,212.0,80.3903345724907,2654.0,0.8451394122079879,-411.0,882.0,20.19927536231884,577.0,47.82608695652174
"St. Clair County, MI",21-22,147,26,532,578.0,0.9204152249134948,-46.0,812.0,23.273415326395458,721.0,31.882686849574267,687.0,0.7743813682678311,-155.0,831.0,22.86245353159851,838.0,22.21189591078067,839.0,0.634088200238379,-307.0,840.0,24.003623188405797,851.0,23.007246376811594
"St. Croix County, WI",21-22,109,55,528,538.0,0.9814126394052045,-10.0,645.0,39.0728476821192,604.0,42.95175023651845,689.0,0.7663280116110305,-161.0,838.0,22.21189591078067,845.0,21.561338289962826,603.0,0.8756218905472637,-75.0,637.0,42.391304347826086,528.0,52.264492753623195
"St. Francois County, MO",21-22,187,29,149,140.0,1.0642857142857143,9.0,460.0,56.5752128666036,428.0,59.60264900662252,152.0,0.9802631578947368,-3.0,496.0,53.99628252788104,514.0,52.32342007434945,169.0,0.8816568047337278,-20.0,439.0,60.32608695652174,510.0,53.89492753623188
"St. James Parish, LA",21-22,93,22,314,312.0,1.0064102564102564,2.0,541.0,48.912015137180695,542.0,48.81740775780511,318.0,0.9874213836477987,-4.0,502.0,53.438661710037174,494.0,54.182156133829,245.0,1.2816326530612245,69.0,133.0,88.04347826086956,141.0,87.31884057971014
"St. John The Baptist Parish, LA",21-22,95,22,521,1072.0,0.48600746268656714,-551.0,1003.0,5.203405865657521,1032.0,2.459791863765374,1198.0,0.4348914858096828,-677.0,974.0,9.572490706319703,1042.0,3.2527881040892193,1484.0,0.35107816711590295,-963.0,984.0,10.960144927536232,1077.0,2.536231884057971
"St. Johns County, FL",21-22,109,12,1045,701.0,1.4907275320970044,344.0,115.0,89.21475875118259,114.0,89.30936613055819,1201.0,0.8701082431307244,-156.0,833.0,22.676579925650557,709.0,34.20074349442379,1424.0,0.7338483146067416,-379.0,869.0,21.3768115942029,737.0,33.33333333333333
"St. Joseph County, IN",21-22,141,18,5313,5443.0,0.9761161124379938,-130.0,888.0,16.08325449385052,614.0,42.005676442762535,6213.0,0.8551424432641236,-900.0,998.0,7.342007434944238,727.0,32.52788104089219,5863.0,0.9061913696060038,-550.0,920.0,16.757246376811594,481.0,56.52173913043478
"St. Joseph County, MI",21-22,149,26,34,23.0,1.4782608695652173,11.0,443.0,58.18353831598865,117.0,89.02554399243141,31.0,1.096774193548387,3.0,432.0,59.94423791821561,323.0,70.07434944237917,17.0,2.0,17.0,259.0,76.63043478260869,22.0,98.09782608695652
"St. Landry Parish, LA",21-22,97,22,1361,1305.0,1.042911877394636,56.0,285.0,73.13150425733207,468.0,55.81835383159886,989.0,1.3761375126390294,372.0,71.0,93.49442379182156,133.0,87.73234200743495,2120.0,0.6419811320754717,-759.0,961.0,13.043478260869565,843.0,23.731884057971016
"St. Lawrence County, NY",21-22,89,36,255,248.0,1.028225806451613,7.0,478.0,54.87228003784295,497.0,53.074739829706715,516.0,0.4941860465116279,-261.0,896.0,16.82156133828996,1026.0,4.739776951672862,601.0,0.4242928452579035,-346.0,854.0,22.735507246376812,1044.0,5.52536231884058
"St. Louis City, MO",21-22,510,29,4157,3751.0,1.108237803252466,406.0,99.0,90.72847682119205,359.0,66.13055818353831,4497.0,0.9243940404714254,-340.0,919.0,14.684014869888475,615.0,42.93680297397769,6771.0,0.6139418106631221,-2614.0,1051.0,4.891304347826087,881.0,20.28985507246377
"St. Louis County, MN",21-22,137,27,827,576.0,1.4357638888888888,251.0,142.0,86.66035950804162,126.0,88.1740775780511,495.0,1.6707070707070708,332.0,78.0,92.84386617100373,78.0,92.84386617100373,872.0,0.948394495412844,-45.0,553.0,50.0,410.0,62.95289855072463
"St. Louis County, MO",21-22,189,29,14862,14887.0,0.9983206824746423,-25.0,734.0,30.65279091769158,573.0,45.88457899716178,17844.0,0.8328850033624747,-2982.0,1065.0,1.1152416356877324,762.0,29.275092936802977,22990.0,0.6464549804262723,-8128.0,1099.0,0.5434782608695652,839.0,24.094202898550723
"St. Martin Parish, LA",21-22,99,22,384,,,,,,,,504.0,0.7619047619047619,-120.0,815.0,24.349442379182157,855.0,20.63197026022305,729.0,0.5267489711934157,-345.0,853.0,22.82608695652174,964.0,12.771739130434783
"St. Mary Parish, LA",21-22,101,22,353,753.0,0.46879150066401065,-400.0,976.0,7.757805108798486,1037.0,1.9867549668874174,764.0,0.4620418848167539,-411.0,937.0,13.011152416356877,1032.0,4.182156133828997,959.0,0.3680917622523462,-606.0,929.0,15.942028985507244,1071.0,3.0797101449275366
"St. Mary'S County, MD",21-22,37,24,1464,915.0,1.6,549.0,74.0,93.09366130558183,91.0,91.48533585619678,1670.0,0.8766467065868263,-206.0,864.0,19.79553903345725,702.0,34.85130111524163,1422.0,1.029535864978903,42.0,176.0,84.14855072463769,305.0,72.46376811594203
"St. Tammany Parish, LA",21-22,103,22,4041,2651.0,1.5243304413428895,1390.0,18.0,98.39167455061495,107.0,89.97161778618732,5114.0,0.7901838091513492,-1073.0,1013.0,5.947955390334572,823.0,23.605947955390334,5378.0,0.7513945704722945,-1337.0,1010.0,8.605072463768115,710.0,35.778985507246375
"Stafford County, VA",21-22,179,51,655,637.0,1.0282574568288854,18.0,400.0,62.251655629139066,496.0,53.169347209082304,719.0,0.9109874826147427,-64.0,741.0,31.226765799256505,642.0,40.427509293680295,568.0,1.153169014084507,87.0,114.0,89.76449275362319,207.0,81.34057971014492
"Stanislaus County, CA",21-22,99,6,1171,746.0,1.5697050938337802,425.0,95.0,91.10690633869442,97.0,90.91769157994324,1162.0,1.0077452667814113,9.0,391.0,63.7546468401487,453.0,57.99256505576208,1399.0,0.8370264474624732,-228.0,802.0,27.445652173913043,594.0,46.28623188405797
"Stark County, ND",21-22,89,38,1656,1040.0,1.5923076923076922,616.0,63.0,94.13434247871334,92.0,91.3907284768212,1093.0,1.515096065873742,563.0,47.0,95.72490706319702,105.0,90.33457249070632,891.0,1.8585858585858586,765.0,12.0,99.0036231884058,34.0,97.01086956521739
"Stark County, OH",21-22,151,39,2672,2590.0,1.0316602316602317,82.0,254.0,76.0643330179754,483.0,54.39924314096499,2575.0,1.0376699029126213,97.0,183.0,83.08550185873605,397.0,63.19702602230484,2633.0,1.0148120015191797,39.0,190.0,82.88043478260869,319.0,71.19565217391305
"Ste. Genevieve County, MO",21-22,186,29,481,580.0,0.8293103448275863,-99.0,871.0,17.69157994323557,858.0,18.92147587511826,948.0,0.5073839662447257,-467.0,949.0,11.895910780669144,1018.0,5.4832713754646845,603.0,0.7976782752902156,-122.0,720.0,34.8731884057971,645.0,41.66666666666667
"Stearns County, MN",21-22,145,27,2765,2819.0,0.9808442710180916,-54.0,828.0,21.759697256385998,606.0,42.762535477767265,2560.0,1.080078125,205.0,119.0,89.03345724907064,347.0,67.84386617100373,3176.0,0.8705919395465995,-411.0,882.0,20.19927536231884,539.0,51.26811594202898
"Steele County, MN",21-22,147,27,341,372.0,0.9166666666666666,-31.0,762.0,28.00378429517502,730.0,31.031220435193944,385.0,0.8857142857142857,-44.0,696.0,35.4089219330855,684.0,36.52416356877323,853.0,0.39976553341148885,-512.0,915.0,17.21014492753623,1055.0,4.528985507246377
"Steuben County, NY",21-22,101,36,161,141.0,1.1418439716312057,20.0,388.0,63.386944181646165,309.0,70.86092715231787,116.0,1.3879310344827587,45.0,256.0,76.30111524163569,130.0,88.01115241635688,199.0,0.8090452261306532,-38.0,526.0,52.44565217391305,627.0,43.29710144927536
"Stevens County, MN",21-22,149,27,100,98.0,1.0204081632653061,2.0,541.0,48.912015137180695,512.0,51.65562913907284,105.0,0.9523809523809523,-5.0,512.0,52.5092936802974,564.0,47.67657992565056,68.0,1.4705882352941178,32.0,205.0,81.52173913043478,86.0,92.30072463768117
"Story County, IA",21-22,169,19,162,174.0,0.9310344827586207,-12.0,669.0,36.80227057710501,706.0,33.30179754020814,,,,,,,,293.0,0.552901023890785,-131.0,726.0,34.32971014492754,943.0,14.673913043478262
"Strafford County, NH",21-22,17,33,687,707.0,0.9717114568599717,-20.0,714.0,32.544938505203405,628.0,40.68117313150425,824.0,0.8337378640776699,-137.0,825.0,23.42007434944238,756.0,29.83271375464684,1148.0,0.5984320557491289,-461.0,900.0,18.568840579710145,902.0,18.387681159420293
"Stutsman County, ND",21-22,93,38,248,224.0,1.1071428571428572,24.0,365.0,65.56291390728477,360.0,66.03595080416272,195.0,1.2717948717948717,53.0,245.0,77.32342007434944,180.0,83.364312267658,249.0,0.9959839357429718,-1.0,348.0,68.56884057971014,354.0,68.02536231884058
"Suffolk County, MA",21-22,25,25,6430,7274.0,0.8839703051965906,-844.0,1025.0,3.122043519394513,795.0,24.88174077578051,6642.0,0.9680819030412526,-212.0,867.0,19.516728624535315,535.0,50.371747211895915,8062.0,0.7975688414785413,-1632.0,1026.0,7.155797101449275,646.0,41.57608695652174
"Suffolk County, NY",21-22,103,36,6644,7098.0,0.9360383206537053,-454.0,987.0,6.717123935666983,698.0,34.058656575212865,8365.0,0.7942618051404662,-1721.0,1043.0,3.1598513011152414,816.0,24.25650557620818,11359.0,0.5849106435425654,-4715.0,1088.0,1.5398550724637683,917.0,17.02898550724638
"Sullivan County, NH",21-22,19,33,224,235.0,0.9531914893617022,-11.0,655.0,38.12677388836329,663.0,37.36991485335856,280.0,0.8,-56.0,722.0,32.99256505576208,802.0,25.55762081784387,114.0,1.9649122807017543,110.0,102.0,90.85144927536231,25.0,97.82608695652173
"Sullivan County, TN",21-22,163,47,116,99.0,1.1717171717171717,17.0,403.0,61.9678334910123,278.0,73.79375591296122,114.0,1.0175438596491229,2.0,445.0,58.7360594795539,428.0,60.31598513011153,102.0,1.1372549019607843,14.0,271.0,75.54347826086956,214.0,80.70652173913044
"Summit County, OH",21-22,153,39,6337,5127.0,1.2360054612834015,1210.0,25.0,97.7294228949858,217.0,79.56480605487228,6505.0,0.974173712528824,-168.0,843.0,21.74721189591078,527.0,51.11524163568774,6969.0,0.9093126703974745,-632.0,942.0,14.764492753623188,476.0,56.97463768115942
"Sumner County, KS",21-22,191,20,95,105.0,0.9047619047619048,-10.0,645.0,39.0728476821192,757.0,28.47682119205298,96.0,0.9895833333333334,-1.0,477.0,55.762081784386616,489.0,54.646840148698885,125.0,0.76,-30.0,488.0,55.88768115942029,692.0,37.40942028985507
"Sumner County, TN",21-22,165,47,860,652.0,1.3190184049079754,208.0,156.0,85.33585619678334,166.0,84.38978240302744,676.0,1.272189349112426,184.0,126.0,88.38289962825279,179.0,83.45724907063197,696.0,1.235632183908046,164.0,73.0,93.47826086956522,161.0,85.5072463768116
"Sumter County, SC",21-22,85,45,53,85.0,0.6235294117647059,-32.0,765.0,27.71996215704825,997.0,5.7710501419110685,95.0,0.5578947368421052,-42.0,688.0,36.152416356877325,1005.0,6.691449814126393,166.0,0.3192771084337349,-113.0,707.0,36.05072463768116,1086.0,1.7210144927536233
"Sussex County, NJ",21-22,37,34,1319,1656.0,0.7964975845410628,-337.0,964.0,8.893093661305581,895.0,15.421002838221382,347.0,3.8011527377521612,972.0,17.0,98.51301115241635,9.0,99.25650557620817,1941.0,0.6795466254507986,-622.0,935.0,15.39855072463768,810.0,26.721014492753625
"Sutter County, CA",21-22,101,6,121,,,,,,,,240.0,0.5041666666666667,-119.0,813.0,24.53531598513011,1020.0,5.297397769516729,225.0,0.5377777777777778,-104.0,694.0,37.22826086956522,952.0,13.858695652173914
"Sweetwater County, WY",21-22,37,56,79,67.0,1.1791044776119404,12.0,439.0,58.56196783349101,269.0,74.64522232734153,67.0,1.1791044776119404,12.0,374.0,65.33457249070632,246.0,77.23048327137546,72.0,1.0972222222222223,7.0,303.0,72.64492753623189,245.0,77.89855072463769
"Talbot County, MD",21-22,41,24,548,537.0,1.0204841713221602,11.0,443.0,58.18353831598865,511.0,51.75023651844843,562.0,0.9750889679715302,-14.0,574.0,46.74721189591078,523.0,51.486988847583646,620.0,0.8838709677419355,-72.0,630.0,43.025362318840585,502.0,54.61956521739131
"Tangipahoa Parish, LA",21-22,105,22,1056,1064.0,0.9924812030075187,-8.0,627.0,40.77578051087985,584.0,44.84389782403028,1114.0,0.947935368043088,-58.0,727.0,32.52788104089219,573.0,46.84014869888476,1745.0,0.6051575931232092,-689.0,952.0,13.858695652173914,891.0,19.384057971014492
"Tarrant County, TX",21-22,439,48,2981,2789.0,1.0688418788096092,192.0,165.0,84.48438978240303,415.0,60.83254493850521,3536.0,0.8430429864253394,-555.0,964.0,10.50185873605948,741.0,31.226765799256505,4940.0,0.6034412955465587,-1959.0,1034.0,6.4311594202898545,897.0,18.84057971014493
"Taylor County, WI",21-22,119,55,103,110.0,0.9363636363636364,-7.0,622.0,41.248817407757805,696.0,34.24787133396405,,,,,,,,151.0,0.6821192052980133,-48.0,566.0,48.822463768115945,807.0,26.992753623188403
"Tazewell County, IL",21-22,179,17,418,625.0,0.6688,-207.0,934.0,11.731315042573321,975.0,7.852412488174078,671.0,0.6229508196721312,-253.0,891.0,17.286245353159853,963.0,10.594795539033457,840.0,0.4976190476190476,-422.0,884.0,20.018115942028984,997.0,9.782608695652174
