School Year,State,Diocese,County & State,State ANSI Code,County Code,Enrollment
13-14,NJ,"Newark, NJ","Hudson County, NJ",34,17,5654
13-14,NJ,"Newark, NJ","Union County, NJ",34,39,4781
13-14,NJ,"Paterson, NJ","Bergen County, NJ",34,3,145
13-14,NJ,"Paterson, NJ","Morris County, NJ",34,27,5143
13-14,NJ,"Paterson, NJ","Passaic County, NJ",34,31,3197
13-14,NJ,"Paterson, NJ","Sussex County, NJ",34,37,1785
13-14,NJ,"Trenton, NJ","Burlington County, NJ",34,5,2577
13-14,NJ,"Trenton, NJ","Mercer County, NJ",34,21,4732
13-14,NJ,"Trenton, NJ","Monmouth County, NJ",34,25,8009
13-14,NJ,"Trenton, NJ","Ocean County, NJ",34,29,2498
13-14,NM,"Gallup, NM","Cibola County, NM",35,6,114
13-14,NM,"Gallup, NM","Mckinley County, NM",35,31,524
13-14,NM,"Gallup, NM","Rio Arriba County, NM",35,39,103
13-14,NM,"Gallup, NM","San Juan County, NM",35,45,134
13-14,NM,"Gallup, NM","Sandoval County, NM",35,43,20
13-14,NM,"Las Cruces, NM","Chaves County, NM",35,5,106
13-14,NM,"Las Cruces, NM","Doña Ana County, NM",35,13,263
13-14,NM,"Las Cruces, NM","Eddy County, NM",35,15,81
13-14,NM,"Las Cruces, NM","Lea County, NM",35,25,42
13-14,NM,"Las Cruces, NM","Otero County, NM",35,35,42
13-14,NM,"Santa Fe, NM","Bernalillo County, NM",35,1,2013
13-14,NM,"Santa Fe, NM","Santa Fe County, NM",35,49,440
13-14,NM,"Santa Fe, NM","Valencia County, NM",35,61,122
13-14,NV,"Las Vegas, NV","Clark County, NV",32,3,3403
13-14,NV,"Reno, NV","Washoe County, NV",32,31,1189
13-14,NY,"Albany, NY","Albany County, NY",36,1,2927
13-14,NY,"Albany, NY","Herkimer County, NY",36,43,110
13-14,NY,"Albany, NY","Rensselaer County, NY",36,83,1792
13-14,NY,"Albany, NY","Saratoga County, NY",36,91,988
13-14,NY,"Albany, NY","Schenectady County, NY",36,93,556
13-14,NY,"Brooklyn, NY","Kings County, NY",36,47,12283
13-14,NY,"Brooklyn, NY","Queens County, NY",36,81,26497
13-14,NY,"Buffalo, NY","Allegany County, NY",36,3,162
13-14,NY,"Buffalo, NY","Cattaraugus County, NY",36,9,172
13-14,NY,"Buffalo, NY","Chautauqua County, NY",36,13,149
13-14,NY,"Buffalo, NY","Erie County, NY",36,29,10882
13-14,NY,"Buffalo, NY","Genesee County, NY",36,37,390
13-14,NY,"Buffalo, NY","Niagara County, NY",36,63,1114
13-14,NY,"New York, NY","Bronx County, NY",36,5,20464
13-14,NY,"New York, NY","Dutchess County, NY",36,27,1781
13-14,NY,"New York, NY","New York County, NY",36,61,11454
13-14,NY,"New York, NY","Orange County, NY",36,71,2075
13-14,NY,"New York, NY","Putnam County, NY",36,79,223
13-14,NY,"New York, NY","Richmond County, NY",36,85,8582
13-14,NY,"New York, NY","Rockland County, NY",36,87,1372
13-14,NY,"New York, NY","St. Lawrence County, NY",36,89,27
13-14,NY,"New York, NY","Sullivan County, NY",36,105,82
13-14,NY,"New York, NY","Ulster County, NY",36,111,442
13-14,NY,"New York, NY","Westchester County, NY",36,119,12195
13-14,NY,"Ogdensburg, NY","Clinton County, NY",36,19,372
13-14,NY,"Ogdensburg, NY","Essex County, NY",36,31,223
13-14,NY,"Ogdensburg, NY","Franklin County, NY",36,33,227
13-14,NY,"Ogdensburg, NY","Jefferson County, NY",36,45,749
13-14,NY,"Ogdensburg, NY","St. Lawrence County, NY",36,89,607
13-14,NY,"Rochester, NY","Cayuga County, NY",36,11,253
13-14,NY,"Rochester, NY","Chemung County, NY",36,15,744
13-14,NY,"Rochester, NY","Livingston County, NY",36,51,119
13-14,NY,"Rochester, NY","Monroe County, NY",36,55,5423
13-14,NY,"Rochester, NY","Ontario County, NY",36,69,343
13-14,NY,"Rochester, NY","Steuben County, NY",36,101,99
13-14,NY,"Rochester, NY","Tioga County, NY",36,107,90
13-14,NY,"Rochester, NY","Tompkins County, NY",36,109,80
13-14,NY,"Rochester, NY","Yates County, NY",36,123,90
13-14,NY,"Rockville Centre, NY","Nassau County, NY",36,59,14926
13-14,NY,"Rockville Centre, NY","Suffolk County, NY",36,103,10655
13-14,NY,"Syracuse, NY","Broome County, NY",36,7,724
13-14,NY,"Syracuse, NY","Chenango County, NY",36,17,189
13-14,NY,"Syracuse, NY","Oneida County, NY",36,65,906
13-14,NY,"Syracuse, NY","Onondaga County, NY",36,67,3490
13-14,NY,"Syracuse, NY","Oswego County, NY",36,75,188
13-14,OH,"Cincinnati, OH","Auglaize County, OH",39,11,137
13-14,OH,"Cincinnati, OH","Brown County, OH",39,15,72
13-14,OH,"Cincinnati, OH","Butler County, OH",39,17,2626
13-14,OH,"Cincinnati, OH","Clark County, OH",39,23,677
13-14,OH,"Cincinnati, OH","Clermont County, OH",39,25,1457
13-14,OH,"Cincinnati, OH","Darke County, OH",39,37,111
13-14,OH,"Cincinnati, OH","Greene County, OH",39,57,621
13-14,OH,"Cincinnati, OH","Hamilton County, OH",39,61,23447
13-14,OH,"Cincinnati, OH","Highland County, OH",39,71,26
13-14,OH,"Cincinnati, OH","Mercer County, OH",39,107,155
13-14,OH,"Cincinnati, OH","Miami County, OH",39,109,345
13-14,OH,"Cincinnati, OH","Montgomery County, OH",39,113,5885
13-14,OH,"Cincinnati, OH","Shelby County, OH",39,149,445
13-14,OH,"Cincinnati, OH","Warren County, OH",39,165,2374
13-14,OH,"Cleveland, OH","Ashland County, OH",39,5,154
13-14,OH,"Cleveland, OH","Cuyahoga County, OH",39,35,22015
13-14,OH,"Cleveland, OH","Geauga County, OH",39,55,2028
13-14,OH,"Cleveland, OH","Lake County, OH",39,85,2696
13-14,OH,"Cleveland, OH","Lorain County, OH",39,93,3272
13-14,OH,"Cleveland, OH","Medina County, OH",39,103,831
13-14,OH,"Cleveland, OH","Summit County, OH",39,153,6730
13-14,OH,"Cleveland, OH","Wayne County, OH",39,169,116
13-14,OH,"Columbus, OH","Coshocton County, OH",39,31,170
13-14,OH,"Columbus, OH","Delaware County, OH",39,41,1253
13-14,OH,"Columbus, OH","Fairfield County, OH",39,45,591
13-14,OH,"Columbus, OH","Franklin County, OH",39,49,10785
13-14,OH,"Columbus, OH","Hocking County, OH",39,73,88
13-14,OH,"Columbus, OH","Jackson County, OH",39,79,123
13-14,OH,"Columbus, OH","Knox County, OH",39,83,200
13-14,OH,"Columbus, OH","Licking County, OH",39,89,592
13-14,OH,"Columbus, OH","Madison County, OH",39,97,204
13-14,OH,"Columbus, OH","Marion County, OH",39,101,119
13-14,OH,"Columbus, OH","Muskingum County, OH",39,119,116
13-14,OH,"Columbus, OH","Perry County, OH",39,127,223
13-14,OH,"Columbus, OH","Ross County, OH",39,141,151
13-14,OH,"Columbus, OH","Scioto County, OH",39,145,668
13-14,OH,"Columbus, OH","Tuscarawas County, OH",39,157,393
13-14,OH,"Steubenville, OH","Belmont County, OH",39,13,526
13-14,OH,"Steubenville, OH","Guernsey County, OH",39,59,116
13-14,OH,"Steubenville, OH","Jefferson County, OH",39,81,802
13-14,OH,"Steubenville, OH","Lawrence County, OH",39,87,145
13-14,OH,"Steubenville, OH","Monroe County, OH",39,111,126
13-14,OH,"Steubenville, OH","Washington County, OH",39,167,339
13-14,OH,"Toledo, OH","Allen County, OH",39,3,2266
13-14,OH,"Toledo, OH","Crawford County, OH",39,33,200
13-14,OH,"Toledo, OH","Defiance County, OH",39,39,132
13-14,OH,"Toledo, OH","Erie County, OH",39,43,701
13-14,OH,"Toledo, OH","Fulton County, OH",39,51,251
13-14,OH,"Toledo, OH","Hancock County, OH",39,63,804
13-14,OH,"Toledo, OH","Henry County, OH",39,69,84
13-14,OH,"Toledo, OH","Huron County, OH",39,77,1565
13-14,OH,"Toledo, OH","Lucas County, OH",39,95,7676
13-14,OH,"Toledo, OH","Ottawa County, OH",39,123,164
13-14,OH,"Toledo, OH","Paulding County, OH",39,125,78
13-14,OH,"Toledo, OH","Putnam County, OH",39,137,478
13-14,OH,"Toledo, OH","Richland County, OH",39,139,423
13-14,OH,"Toledo, OH","Sandusky County, OH",39,143,1218
13-14,OH,"Toledo, OH","Seneca County, OH",39,147,579
13-14,OH,"Toledo, OH","Van Wert County, OH",39,161,67
13-14,OH,"Toledo, OH","Williams County, OH",39,171,93
13-14,OH,"Toledo, OH","Wood County, OH",39,173,856
13-14,OH,"Toledo, OH","Wyandot County, OH",39,175,291
13-14,OH,"Youngstown, OH","Ashtabula County, OH",39,7,721
13-14,OH,"Youngstown, OH","Columbiana County, OH",39,29,165
13-14,OH,"Youngstown, OH","Mahoning County, OH",39,99,2646
13-14,OH,"Youngstown, OH","Portage County, OH",39,133,393
13-14,OH,"Youngstown, OH","Stark County, OH",39,151,2826
13-14,OH,"Youngstown, OH","Trumbull County, OH",39,155,1256
13-14,OK,"Oklahoma City, OK","Canadian County, OK",40,17,353
13-14,OK,"Oklahoma City, OK","Cleveland County, OK",40,27,402
13-14,OK,"Oklahoma City, OK","Comanche County, OK",40,31,133
13-14,OK,"Oklahoma City, OK","Garfield County, OK",40,47,98
13-14,OK,"Oklahoma City, OK","Kay County, OK",40,71,154
13-14,OK,"Oklahoma City, OK","Kingfisher County, OK",40,73,143
13-14,OK,"Oklahoma City, OK","Logan County, OK",40,83,158
13-14,OK,"Oklahoma City, OK","Oklahoma County, OK",40,109,3426
13-14,OK,"Tulsa, OK","Muskogee County, OK",40,101,124
13-14,OK,"Tulsa, OK","Tulsa County, OK",40,143,3184
13-14,OK,"Tulsa, OK","Washington County, OK",40,147,105
13-14,OR,"Baker, OR","Deschutes County, OR",41,17,84
13-14,OR,"Baker, OR","Wasco County, OR",41,65,162
13-14,OR,"Portland, OR","Clackamas County, OR",41,5,1427
13-14,OR,"Portland, OR","Jackson County, OR",41,29,722
13-14,OR,"Portland, OR","Josephine County, OR",41,33,71
13-14,OR,"Portland, OR","Lane County, OR",41,39,1351
13-14,OR,"Portland, OR","Marion County, OR",41,47,1549
13-14,OR,"Portland, OR","Multnomah County, OR",41,51,4882
13-14,OR,"Portland, OR","Washington County, OR",41,67,3723
13-14,OR,"Portland, OR","Yamhill County, OR",41,71,105
13-14,PA,"Allentown, PA","Berks County, PA",42,11,1500
13-14,PA,"Allentown, PA","Carbon County, PA",42,25,279
13-14,PA,"Allentown, PA","Lehigh County, PA",42,77,4163
13-14,PA,"Allentown, PA","Northampton County, PA",42,95,3751
13-14,PA,"Allentown, PA","Schuylkill County, PA",42,107,514
13-14,PA,"Altoona-Johnstown, PA","Bedford County, PA",42,9,60
13-14,PA,"Altoona-Johnstown, PA","Blair County, PA",42,13,1204
13-14,PA,"Altoona-Johnstown, PA","Cambria County, PA",42,21,2303
13-14,PA,"Altoona-Johnstown, PA","Centre County, PA",42,27,646
13-14,PA,"Altoona-Johnstown, PA","Clinton County, PA",42,35,160
13-14,PA,"Altoona-Johnstown, PA","Somerset County, PA",42,111,108
13-14,PA,"Erie, PA","Clarion County, PA",42,31,196
13-14,PA,"Erie, PA","Clearfield County, PA",42,33,670
13-14,PA,"Erie, PA","Crawford County, PA",42,39,192
13-14,PA,"Erie, PA","Elk County, PA",42,47,739
13-14,PA,"Erie, PA","Erie County, PA",42,49,2752
13-14,PA,"Erie, PA","Jefferson County, PA",42,65,98
13-14,PA,"Erie, PA","Mercer County, PA",42,85,369
13-14,PA,"Erie, PA","Venango County, PA",42,121,161
13-14,PA,"Erie, PA","Warren County, PA",42,123,72
13-14,PA,"Greensburg, PA","Armstrong County, PA",42,5,153
13-14,PA,"Greensburg, PA","Fayette County, PA",42,51,650
13-14,PA,"Greensburg, PA","Indiana County, PA",42,63,59
13-14,PA,"Greensburg, PA","Westmoreland County, PA",42,129,2051
13-14,PA,"Harrisburg, PA","Adams County, PA",42,1,1144
13-14,PA,"Harrisburg, PA","Columbia County, PA",42,37,210
13-14,PA,"Harrisburg, PA","Cumberland County, PA",42,41,811
13-14,PA,"Harrisburg, PA","Dauphin County, PA",42,43,1038
13-14,PA,"Harrisburg, PA","Franklin County, PA",42,55,368
13-14,PA,"Harrisburg, PA","Lancaster County, PA",42,71,1858
13-14,PA,"Harrisburg, PA","Mifflin County, PA",42,87,86
13-14,PA,"Harrisburg, PA","Montour County, PA",42,93,216
13-14,PA,"Harrisburg, PA","York County, PA",42,133,1503
13-14,PA,"Philadelphia, PA","Bucks County, PA",42,17,6816
13-14,PA,"Philadelphia, PA","Chester County, PA",42,29,4950
13-14,PA,"Philadelphia, PA","Delaware County, PA",42,45,8599
13-14,PA,"Philadelphia, PA","Montgomery County, PA",42,91,9933
13-14,PA,"Philadelphia, PA","Philadelphia County, PA",42,101,22134
13-14,PA,"Pittsburgh, PA","Allegheny County, PA",42,3,12547
13-14,PA,"Pittsburgh, PA","Beaver County, PA",42,7,588
13-14,PA,"Pittsburgh, PA","Butler County, PA",42,19,1334
